Building ID,yield drift,yield force,peak drift,peak force,2% drift,2% force,2% area,fitted initial stiffness,fitted hardening stiffness,fitted hardening ratio
516,0.013427107,0.414403069,0.0299679,0.44441487,0.02,0.435117923,0.005570096,30.67568279,2.289013123,0.074619794
519,0.012610299,0.344658623,0.0270299,0.368106384,0.02,0.362915556,0.004794649,27.14922195,1.998624402,0.073616268
522,0.010711879,0.354036839,0.0181413,0.407327843,0.0200003,0.40092549,0.005496742,32.96738801,7.915366388,0.240096861
525,0.012371064,0.357283924,0.0256303,0.382377061,0.02,0.378655197,0.005027463,28.70065002,2.382109609,0.082998455
528,0.01276316,0.383488536,0.0270299,0.402537727,0.02,0.398093282,0.005292317,29.77883209,1.672480864,0.056163414
531,0.011461107,0.369410126,0.0255987,0.389560966,0.0200004,0.386996135,0.005357399,32.01692827,1.828824328,0.057120543
534,0.011311498,0.327430848,0.0254487,0.349092501,0.02,0.347569918,0.004788251,28.79960171,1.968621084,0.068355844
537,0.009524344,0.297797441,0.0190919,0.341185345,0.02,0.338188108,0.004816727,31.15141878,5.147637855,0.165245695
540,0.013551873,0.498692673,0.0229174,0.569633535,0.0200007,0.561781253,0.00679535,36.69578918,9.015860316,0.245691959
543,0.014281901,0.404730706,0.0236752,0.458463634,0.02,0.449068993,0.00532792,28.27047869,6.882976834,0.243468705
546,0.013725247,0.389912118,0.0230449,0.42847351,0.02,0.424891146,0.005234189,28.3514005,5.081859252,0.17924544
549,0.011202098,0.386025016,0.0190919,0.444000523,0.02,0.440627974,0.005871905,34.36300937,8.232232232,0.239566685
552,0.011610771,0.435915703,0.0207072,0.496934308,0.0200021,0.496534022,0.006476308,37.44607359,7.959078831,0.212547754
555,0.012210769,0.389117289,0.0228419,0.431468301,0.02,0.429615326,0.005582324,31.69974855,4.972896964,0.156874966
558,0.010498345,0.362026496,0.018344,0.414346473,0.02,0.408216039,0.005659517,34.40921842,7.587432618,0.220505811
561,0.012102356,0.423134455,0.0215064,0.476533946,0.02,0.47604948,0.006136943,34.86776928,6.959547572,0.199598303
564,0.011569586,0.334888822,0.0185684,0.385958438,0.02,0.380682923,0.00503247,28.88656307,8.105071146,0.280582745
567,0.008345283,0.277102339,0.0134972,0.303906603,0.0200001,0.297679365,0.004638827,33.01212463,6.181668466,0.187254487
570,0.008870279,0.265270593,0.0181054,0.285344532,0.02,0.282988549,0.00427905,29.75012282,2.533270241,0.085151589
573,0.008338272,0.246614715,0.0175855,0.275599033,0.02,0.270526032,0.004135833,29.3605559,3.733523804,0.12716121
576,0.007731021,0.240609306,0.0150712,0.257068525,0.02,0.255099663,0.00403686,30.90252809,2.656338587,0.085958617
579,0.00777074,0.249802099,0.0154346,0.268943881,0.0200001,0.266800346,0.004200525,31.95945316,2.978677574,0.093201769
582,0.007990775,0.23024155,0.016916,0.247774469,0.02,0.246253657,0.003841795,28.48263375,2.367521499,0.083121579
585,0.006832499,0.21703183,0.0119872,0.240027259,0.02,0.235154667,0.003846992,31.50688309,5.301942419,0.168278862
588,0.007055305,0.226137533,0.0160471,0.248702105,0.0200001,0.243596768,0.003940614,31.58366387,3.05003597,0.096570049
591,0.007605768,0.223806263,0.0179986,0.244834394,0.02,0.243793188,0.003806606,29.08699031,2.420369262,0.083211403
594,0.009292586,0.390284158,0.020463,0.417435196,0.02,0.41740345,0.006180812,41.7222725,3.030136328,0.072626349
597,0.009178992,0.281909781,0.0174288,0.296504242,0.02,0.295055781,0.00445079,30.65030828,2.001418966,0.065298494
600,0.010580928,0.285103683,0.0214957,0.302198559,0.02,0.301323944,0.004287846,26.79418764,1.857384746,0.069320435
603,0.009141189,0.280484935,0.0127707,0.291472458,0.02,0.288292121,0.004421452,30.62427835,3.517240426,0.114851373
606,0.009115188,0.301542747,0.0195869,0.315246938,0.02,0.314950722,0.004768241,32.87483646,1.777276437,0.05406191
609,0.009426514,0.270752781,0.0169444,0.286970561,0.02,0.286802296,0.004270746,28.60047131,2.725468177,0.09529452
612,0.006998,0.246302227,0.0138319,0.281511714,0.02,0.262563625,0.004386277,34.94957508,6.219042668,0.177943298
615,0.007839499,0.258160177,0.0177707,0.284286274,0.02,0.277584474,0.004390087,32.12574035,3.276235148,0.101981623
618,0.00799736,0.239198904,0.0173718,0.26478651,0.02,0.259921563,0.004060158,29.25287266,3.366000203,0.115065629
621,0.009017669,0.265469729,0.0142645,0.275801481,0.02,0.268860106,0.004201031,29.25765376,2.529402927,0.086452692
624,0.00885633,0.23564782,0.0136167,0.244373143,0.02,0.23639691,0.003741455,26.44739864,2.386654914,0.090241575
627,0.009442713,0.253177891,0.016525,0.258365307,0.02,0.251272319,0.003904036,26.76705431,0.939127505,0.035085202
630,0.007955069,0.244874646,0.0129488,0.252027475,0.0200001,0.229647811,0.003943237,30.74048918,1.780462392,0.05791913
633,0.00804159,0.24573213,0.0115723,0.256399529,0.0200001,0.251741751,0.004029396,30.41674841,3.847603578,0.126496216
636,0.007568569,0.219862765,0.0109987,0.241356174,0.02,0.236111258,0.003788319,28.91210726,7.496096358,0.259271878
639,0.006856933,0.213664045,0.0102362,0.236755259,0.02,0.228668247,0.003793773,31.00379136,8.149445724,0.262853199
642,0.006918297,0.201588662,0.0106276,0.222724878,0.0200001,0.215043753,0.00355878,28.97348716,6.919217258,0.238812029
645,0.007089921,0.192664139,0.0106748,0.216136594,0.02,0.209234171,0.003425005,27.06331913,8.064491344,0.297986042
648,0.009830228,0.34899594,0.0143253,0.359403598,0.0200001,0.357584127,0.005353531,35.35949782,2.946138322,0.083319575
651,0.008891936,0.253159055,0.0115182,0.260766156,0.02,0.254616756,0.004005022,28.41769433,3.774133724,0.132809287
654,0.010828425,0.275251707,0.0154184,0.284485696,0.02,0.270952665,0.004075415,25.35768086,2.635134715,0.103918601
657,0.00843281,0.267234282,0.0143117,0.276141953,0.02,0.257928485,0.004258755,31.65249281,1.829666849,0.057804826
660,0.008668213,0.257891504,0.0132051,0.270617982,0.02,0.264593891,0.004158385,29.56267499,3.591649417,0.121492707
663,0.009072817,0.237530978,0.0139271,0.24871429,0.02,0.243453716,0.003773119,26.02375518,2.981549778,0.114570313
666,0.007758651,0.24450438,0.012058,0.260033877,0.02,0.254657383,0.004099587,31.2838288,4.457029389,0.142470713
669,0.00800107,0.273837158,0.0105398,0.286821695,0.02,0.28163715,0.004521345,34.06917137,6.28175188,0.184382291
672,0.0083639,0.218136635,0.0132928,0.233857644,0.02,0.229469659,0.003603367,25.83578697,4.064135435,0.157306431
675,0.010004336,0.292333216,0.0158141,0.318040635,0.02,0.31588254,0.004588334,29.026463,5.397301264,0.185944159
678,0.010054438,0.28228705,0.0202308,0.30031268,0.02,0.300260963,0.004354594,27.83709095,2.31784392,0.083264588
681,0.008362905,0.27450105,0.0158269,0.309368682,0.02,0.301807672,0.004634299,32.64125782,5.486491436,0.168084559
684,0.00586714,0.185563707,0.0119103,0.200634343,0.02,0.093551515,0.002970253,31.50021709,3.012299976,0.095627912
687,0.007190366,0.217233864,0.0149615,0.226128182,0.02,0.210372799,0.003636772,30.02667295,1.436582401,0.047843542
690,0.00730116,0.221022673,0.014641,0.230476998,0.02,0.21104883,0.003681434,30.10990177,1.583477911,0.052589939
693,0.006542256,0.216051984,0.0115192,0.224166519,0.02,0.218491852,0.003700517,32.93351954,2.177292895,0.066111759
696,0.006655229,0.207100525,0.0104872,0.212639578,0.02,0.20531776,0.003508453,31.01127322,1.965812277,0.063390247
699,0.006353471,0.208176767,0.00864103,0.215806588,0.00864103,0.215806588,0.001149741,32.713391,4.256133254,0.130103701
702,0.01012017,0.349467934,0.0196154,0.366634582,0.02,0.366587979,0.005340575,34.45412203,2.416756678,0.070144196
705,0.010106678,0.301904083,0.0164487,0.321410053,0.02,0.321130191,0.004655198,29.80984409,3.515749609,0.117939215
708,0.01101557,0.327285348,0.0222821,0.341006412,0.02,0.340091633,0.004817814,29.55522348,1.505039574,0.050922964
711,0.009125141,0.296430147,0.0145641,0.327377374,0.02,0.297510707,0.004768185,32.33785192,6.664870599,0.206101216
714,0.009957258,0.306611766,0.0185513,0.325280942,0.02,0.325267625,0.004747259,30.61642402,2.862334293,0.093490157
717,0.010228922,0.282734739,0.0191346,0.297454128,0.02,0.297414334,0.004316325,27.48742356,2.190992727,0.079708916
720,0.008094439,0.263521553,0.0144103,0.29175358,0.02,0.272086025,0.004446632,32.33399068,5.632821067,0.174207419
723,0.008531202,0.256138707,0.0161218,0.284800281,0.02,0.278773662,0.004266585,29.85772496,4.470773285,0.149735899
726,0.006945279,0.261103383,0.0113526,0.291093423,0.02,0.246108855,0.004463483,37.39788094,8.060522583,0.215534206
729,0.009740743,0.310732882,0.0180629,0.352811048,0.0200003,0.351554624,0.005009593,31.4684117,6.059429801,0.192555947
732,0.010176146,0.282046527,0.0197222,0.318979023,0.02,0.318912418,0.004438031,27.41094641,4.521774534,0.164962365
735,0.009235979,0.266156673,0.0181268,0.303860746,0.02,0.303149325,0.004372837,28.53850605,4.974031723,0.174291945
738,0.00966413,0.262987821,0.0216454,0.297472687,0.0200001,0.296136929,0.004208237,26.648838,3.493786803,0.131104658
741,0.009021148,0.262429864,0.0164744,0.291301101,0.02,0.290261861,0.004307002,28.81369698,4.709220916,0.163436886
744,0.009691196,0.281454185,0.0224858,0.310473077,0.02,0.308356038,0.004438409,28.63259766,2.735698104,0.09554488
747,0.008290234,0.270730021,0.0156838,0.284372444,0.02,0.281414815,0.004429932,32.298629,2.535151632,0.078490998
750,0.008346871,0.25740152,0.0173006,0.270084034,0.02,0.267861014,0.004196675,30.44784776,1.928304643,0.063331394
753,0.008336794,0.242356205,0.0170014,0.254677566,0.02,0.252317856,0.003957577,28.70794158,1.962734263,0.068369035
756,0.011178989,0.341571449,0.021916,0.385958074,0.02,0.383139217,0.005160891,30.06432061,5.04034322,0.167651991
759,0.012021285,0.418779795,0.0246795,0.459144879,0.02,0.455182317,0.006020157,34.493897,3.983208666,0.115475751
762,0.012370356,0.358677295,0.0208333,0.385105329,0.02,0.384425165,0.005086712,28.74362279,3.747114494,0.130363334
765,0.010612592,0.308076943,0.0216741,0.340202505,0.0200003,0.339789077,0.004708863,28.79813414,3.674027815,0.127578676
768,0.009301817,0.351325361,0.0182265,0.39012685,0.02,0.387072666,0.005693191,37.30378505,5.356056626,0.143579442
771,0.010183662,0.282035123,0.0185114,0.308297584,0.02,0.307879617,0.004406499,27.2621197,4.054366651,0.148717954
774,0.008611045,0.283646912,0.0149219,0.317496119,0.0200003,0.289360958,0.004708442,32.62326691,6.645338382,0.203699354
777,0.009876609,0.310210656,0.0205057,0.342484808,0.02,0.342369417,0.004900575,30.72490202,3.736656561,0.121616549
780,0.010039731,0.275908916,0.0208832,0.314191696,0.02,0.313982999,0.004384055,26.83221477,4.283199589,0.159628999
783,0.009463935,0.271688554,0.0160999,0.283406138,0.02,0.279385608,0.004252859,28.44387357,2.341153182,0.082307818
786,0.010638741,0.250692886,0.0194872,0.270130576,0.02,0.269886441,0.003806748,23.31679013,2.6170849,0.112240359
789,0.009194258,0.242117296,0.0139339,0.271913873,0.02,0.269470032,0.003991839,26.22159448,7.447942363,0.2840385
792,0.008830174,0.234996126,0.0131512,0.265283906,0.0200001,0.262723906,0.003945035,26.44763776,8.274177712,0.312851295
795,0.008858682,0.238529487,0.0145479,0.252577621,0.02,0.250600581,0.003845063,26.77073004,3.17175336,0.118478404
798,0.008987729,0.249553063,0.0138934,0.27766911,0.02,0.275787138,0.004129732,27.63123501,7.197931193,0.2604998
801,0.007887205,0.215162202,0.0119096,0.233356543,0.02,0.227893728,0.003641043,27.13833888,5.745428822,0.211708935
804,0.007178788,0.235258139,0.0150405,0.245408666,0.02,0.234366274,0.003941077,32.70918331,1.55649651,0.047585918
807,0.007566143,0.223027028,0.0160189,0.229493512,0.02,0.223043216,0.003668567,29.42295847,0.96388831,0.032759735
810,0.010348335,0.30447855,0.0194534,0.317970159,0.02,0.31746328,0.004614696,29.05673438,1.775342709,0.061099182
813,0.010577369,0.342988548,0.0183131,0.377234938,0.02,0.376818728,0.005281576,32.15866968,5.457546077,0.169706836
816,0.010423607,0.253727875,0.0151619,0.289481424,0.02,0.287677238,0.004048668,23.97356681,9.588407492,0.399957485
819,0.009047431,0.258028894,0.0154118,0.280215084,0.0200002,0.277343838,0.004185646,28.29905792,4.384262979,0.154926111
822,0.008966397,0.298974957,0.0149528,0.329969627,0.02,0.329232132,0.0049196,33.1466807,6.523103644,0.196795079
825,0.010171786,0.245024072,0.0192848,0.27048571,0.02,0.269709021,0.003825422,23.81087435,3.339316729,0.140243348
828,0.008932312,0.264293905,0.0155062,0.28825837,0.0200001,0.286850272,0.004319519,29.36816987,4.71066829,0.160400471
831,0.008777693,0.269696789,0.0136842,0.288281911,0.02,0.285614588,0.004390499,30.55422182,4.999222649,0.163618065
834,0.009061354,0.22095969,0.0152834,0.255291212,0.02,0.252986711,0.003711283,24.19364638,6.638952551,0.274408927
837,0.010427121,0.318881933,0.0158657,0.35280254,0.0200004,0.351022646,0.004978502,30.30103515,7.679857869,0.253451997
840,0.011210749,0.306586765,0.0167692,0.344304789,0.02,0.344028711,0.00468998,26.90125882,8.232654086,0.306032299
843,0.008043356,0.217700322,0.0140192,0.238391025,0.02,0.14102438,0.00344702,26.85355918,4.197546462,0.156312481
846,0.006259727,0.198814275,0.00906433,0.226665185,0.0200002,0.077045791,0.003021996,31.72505347,11.40774977,0.359581735
849,0.007132772,0.204018678,0.011,0.235748912,0.02,0.127656883,0.003312097,28.55902517,9.416520688,0.329721362
852,0.00768272,0.208076335,0.0124487,0.229196056,0.02,0.13505248,0.003293933,26.94935936,5.491789816,0.203781832
855,0.006747287,0.200864645,0.0128914,0.217145383,0.0200004,0.143570667,0.003309793,29.64928923,3.307507252,0.111554352
858,0.006750414,0.194759924,0.0134487,0.2096455,0.02,0.15174642,0.003252152,28.73077926,2.790355457,0.097120772
861,0.007265143,0.200371221,0.0148782,0.210147895,0.02,0.194870352,0.003348412,27.52918259,1.529426578,0.055556556
864,0.011452335,0.377223294,0.0163654,0.404717249,0.02,0.390809524,0.005558949,32.78068881,6.570148699,0.200427414
867,0.012089686,0.425505854,0.0222564,0.455086393,0.02,0.454857659,0.006108182,34.72845844,3.917907043,0.112815461
870,0.01211751,0.341821434,0.0178205,0.378384984,0.02,0.37733109,0.004979917,28.1051151,7.874155149,0.280168045
873,0.010613103,0.314780964,0.0158399,0.347880673,0.0200002,0.346931717,0.004876743,29.47615318,7.86375532,0.266783636
876,0.01023636,0.351694075,0.0168462,0.390028614,0.02,0.389503573,0.005520439,34.06753729,6.924711359,0.203264219
879,0.01153478,0.325680522,0.0230256,0.358681737,0.02,0.354734834,0.004777143,28.05056245,3.390604889,0.120874756
882,0.007312814,0.248606063,0.0126859,0.270671012,0.02,0.175371457,0.004014081,33.85381469,4.870287726,0.143862302
885,0.006630906,0.186993073,0.00953846,0.21252034,0.02,0.041938294,0.002673066,28.15282092,10.2302005,0.36338101
888,0.006495507,0.194320803,0.00930769,0.221631267,0.02,0.06208,0.002871441,29.86713044,11.3547803,0.380176473
891,0.011464173,0.332380278,0.0202493,0.369568825,0.02,0.369503725,0.004955461,28.67666852,5.222281962,0.182109088
894,0.012150183,0.323203183,0.0258832,0.370696613,0.02,0.359469119,0.004672884,26.06263264,4.105075418,0.157508087
897,0.011514227,0.339602397,0.0252137,0.380533264,0.02,0.374018831,0.005005155,29.09060582,3.658707625,0.125769386
900,0.010441394,0.342837794,0.0208618,0.35802101,0.02,0.357965118,0.00517802,32.55695691,2.007591271,0.061663972
903,0.010401922,0.320876865,0.0198077,0.335418422,0.02,0.33541126,0.004857498,30.59242023,2.083649679,0.068109998
906,0.010128031,0.297060949,0.0196225,0.310400118,0.02,0.310347373,0.00454209,29.08138358,1.937797286,0.0666336
909,0.00838692,0.333938467,0.0206909,0.343398222,0.02,0.34325758,0.005357128,39.53196495,0.993158159,0.025122914
912,0.008575466,0.31073134,0.0200214,0.320408561,0.02,0.320406966,0.004964522,35.98323056,1.11690654,0.03103964
915,0.008458322,0.292070316,0.0192593,0.305752674,0.02,0.305473412,0.004720286,34.27364934,1.626072298,0.047443804
918,0.011450336,0.337158449,0.0199791,0.388320063,0.0200004,0.388313079,0.005086633,29.11840086,6.977233328,0.239615952
921,0.01442155,0.407597076,0.0242593,0.44835643,0.02,0.439384166,0.00531251,28.08155178,4.962147976,0.176704906
924,0.013187098,0.391657321,0.0298006,0.41847603,0.02,0.409440276,0.005341783,29.17572936,2.001626638,0.068605882
927,0.012514083,0.342736571,0.0265174,0.391472242,0.0200003,0.380814869,0.00490652,26.4364616,4.192355212,0.158582312
930,0.011659147,0.35565,0.0244444,0.404141104,0.02,0.396772523,0.005236793,30.10478255,4.582067885,0.152203985
933,0.011935485,0.322340624,0.0242949,0.374694169,0.02,0.365218943,0.004737036,26.40652238,4.963974895,0.187982909
936,0.010277467,0.313378412,0.0194518,0.35075522,0.0200002,0.350305669,0.00490421,30.20340401,5.077304792,0.168103727
939,0.010433069,0.334639989,0.0210969,0.375155391,0.02,0.373650894,0.00517386,31.79337069,4.484198222,0.141041926
942,0.010982494,0.310290432,0.0240527,0.350190687,0.02,0.34489005,0.004680687,27.93232547,3.670538893,0.131408282
945,0.011657605,0.29631884,0.0195074,0.309670688,0.02,0.309554286,0.004300054,25.07384532,2.297407606,0.091625659
948,0.011429225,0.288682148,0.0178812,0.327252763,0.02,0.32649716,0.004368971,25.02997615,7.164724694,0.286245766
951,0.010843174,0.272347395,0.0159447,0.297872017,0.02,0.296607206,0.004154474,25.01578257,5.902110905,0.235935489
954,0.01033368,0.289695447,0.0168893,0.299148552,0.02,0.298090236,0.004376131,27.87934666,1.973693605,0.070794113
957,0.010599483,0.276311428,0.0183333,0.286613836,0.02,0.286100605,0.004137346,25.94590953,1.728198877,0.066607759
960,0.0099706,0.327323743,0.0192982,0.337576336,0.02,0.33754596,0.004991501,32.7343564,1.492405921,0.045591424
963,0.00845773,0.293596806,0.0173617,0.299825284,0.02,0.299448395,0.004685409,34.61451176,0.896070457,0.025887133
966,0.009020981,0.269195114,0.0126721,0.278379079,0.0126721,0.278379079,0.002221117,29.79166411,3.305590403,0.11095689
969,0.008451572,0.266946809,0.0202564,0.273416862,0.02,0.273413289,0.004262871,31.47520019,0.713474809,0.02266784
972,0.012675506,0.357671292,0.023354,0.373680635,0.0200004,0.372231111,0.004961886,27.9582644,1.905639753,0.068160159
975,0.011817775,0.333153444,0.020722,0.365277243,0.02,0.36503653,0.00486336,27.99641789,4.498189206,0.160670169
978,0.011994784,0.299539719,0.0210526,0.326055318,0.02,0.325982999,0.004332677,24.78537815,3.723115081,0.150214173
981,0.010860956,0.301365811,0.0188596,0.321050101,0.02,0.320912189,0.004539293,27.36997715,3.246834515,0.118627593
984,0.011306508,0.273834092,0.0181377,0.295224562,0.02,0.294947279,0.004084451,23.90607611,4.117347711,0.172230177
987,0.010876188,0.268023881,0.0191296,0.287207417,0.02,0.286934275,0.004030126,24.47870359,2.960099511,0.120925502
990,0.009665306,0.291996521,0.0182524,0.30875121,0.02,0.306719901,0.004553589,30.0806227,2.462745656,0.081871499
993,0.010362692,0.27322647,0.0190621,0.285307159,0.02,0.284776171,0.004131091,26.27662203,1.751277218,0.06664773
996,0.010651395,0.304486903,0.0181039,0.31790383,0.02,0.31726794,0.004568962,28.43597022,2.423474748,0.085225675
999,0.011967047,0.338718662,0.0205256,0.352975661,0.02,0.352973122,0.004841219,28.05330856,2.266662365,0.080798397
1002,0.011954252,0.30540769,0.0186026,0.344332359,0.02,0.343672965,0.00451476,25.28640594,7.20988321,0.285128825
1005,0.011349572,0.287470968,0.0166026,0.313434477,0.02,0.31184863,0.004293957,25.22532616,6.064234106,0.240402604
1008,0.007633532,0.202758096,0.0124103,0.233264916,0.02,0.112912862,0.003211693,26.47142509,7.489373443,0.282922941
1011,0.007246723,0.21579037,0.0123269,0.241339804,0.02,0.148070797,0.003516935,29.60475542,6.068691556,0.20499043
1014,0.007549116,0.206958116,0.0129615,0.236155644,0.02,0.134748962,0.003359924,27.31032183,6.456865707,0.236425837
1017,0.008289609,0.256713165,0.0144038,0.262313185,0.02,0.261340938,0.004124154,30.9133098,1.135067438,0.036717758
1020,0.008044597,0.24821439,0.0187949,0.261239988,0.02,0.260760504,0.004070169,30.77776116,1.493014912,0.048509536
1023,0.008078348,0.234067149,0.0194615,0.247996605,0.02,0.247804266,0.003844837,28.89286676,1.524836252,0.052775526
1026,0.013118706,0.405362617,0.0219299,0.431066032,0.0200004,0.429892698,0.005558984,30.69910678,3.728424939,0.1214506
1029,0.011960411,0.392250711,0.0188526,0.455052549,0.02,0.454783506,0.005832287,32.61425052,10.44485047,0.320254193
1032,0.013493471,0.352302416,0.0225321,0.390318188,0.02,0.386843927,0.004837252,25.55378027,5.150543907,0.201557024
1035,0.012702323,0.374777235,0.0209936,0.390196364,0.02,0.390185051,0.005234094,28.9331212,2.559879045,0.088475731
1038,0.012100111,0.346341559,0.0184038,0.372551488,0.02,0.372175579,0.004993515,28.4245427,5.332260194,0.187593526
1041,0.012345325,0.306422446,0.0196795,0.34281713,0.02,0.342663252,0.004431111,24.55208644,6.019555253,0.245174897
1044,0.006615697,0.204168411,0.00955769,0.248249086,0.02,0.088714963,0.003252759,30.85695748,16.28303106,0.527693992
1047,0.006703356,0.192168997,0.00975,0.233852735,0.02,0.055574178,0.002934459,28.65567151,15.13581735,0.528196219
1050,0.007184335,0.213971172,0.0106474,0.24846526,0.02,0.12718383,0.003432346,29.71341191,11.72474405,0.394594336
1053,0.007456442,0.272929144,0.0167766,0.296508405,0.02,0.292618269,0.004649231,36.41440036,3.051499019,0.083799238
1056,0.008125182,0.243061933,0.0132647,0.265370252,0.02,0.252089137,0.004077375,29.70506268,5.339113112,0.17973748
1059,0.008409247,0.244853184,0.0179716,0.262374251,0.02,0.260918983,0.004014366,28.84291721,2.24220265,0.077738414
1062,0.006361611,0.241679384,0.0140522,0.263115237,0.02,0.234165317,0.004225499,37.88649144,3.247659525,0.085720778
1065,0.00698329,0.205502582,0.0123214,0.223228693,0.02,0.204368758,0.00354727,29.21894848,4.045331705,0.138448915
1068,0.005991819,0.241349396,0.0152152,0.260707109,0.02,0.254712073,0.004303988,40.11222606,2.694272685,0.067168366
1071,0.005468162,0.194329927,0.0139881,0.208474667,0.02,0.1990739,0.003501369,35.3596287,2.185407006,0.061805146
1074,0.005619157,0.186349789,0.014185,0.200022259,0.02,0.191811538,0.00334612,32.99512098,2.119125721,0.064225427
1080,0.006067569,0.224751947,0.0140797,0.247419184,0.02,0.225459648,0.004007014,36.87015636,3.28304127,0.089043324
1083,0.007119495,0.22498395,0.00860806,0.24882759,0.02,0.23791,0.004064,31.4451175,3.09222,0.09832
1086,0.007818,0.251892,0.015503,0.270109,0.02,0.23791,0.004064,34.016544,3.09222,0.09832
1089,0.006269524,0.224960341,0.0140522,0.253700948,0.02,0.238695547,0.004082371,35.43134069,4.480037214,0.12644278
1092,0.006932383,0.242568871,0.0175092,0.258108051,0.02,0.255843893,0.004161746,34.44562888,1.812866202,0.05262979
1095,0.006928207,0.240697493,0.0174908,0.260795675,0.02,0.254938628,0.004163326,34.29124522,2.266990792,0.0661099
1098,0.006128838,0.246175207,0.0137775,0.266999185,0.02,0.238292757,0.004325409,39.95862056,3.258222022,0.081539902
1101,0.006160529,0.231854425,0.0142399,0.249535887,0.0166896,0.246528083,0.003287689,37.35260604,2.639296734,0.070658972
1104,0.005939729,0.230308423,0.0140888,0.250719235,0.02,0.238750895,0.004131494,38.39059793,3.129074062,0.08150626
1107,0.006349703,0.203110066,0.0107162,0.213908723,0.02,0.120360066,0.003215348,31.95087186,2.785326011,0.087175274
1110,0.007110835,0.235738716,0.0126923,0.249947131,0.02,0.189721967,0.003858251,33.11026018,2.970960215,0.089729292
1113,0.006654738,0.247075402,0.0118081,0.258432534,0.02,0.212360436,0.004123411,37.07949882,2.557408536,0.068970957
1116,0.006676658,0.219667663,0.0120203,0.230216101,0.02,0.143147002,0.003560373,32.84402643,2.37640217,0.072354167
1119,0.006285127,0.236560213,0.0131742,0.241613644,0.02,0.222530825,0.003995948,37.55518437,0.928780392,0.024731083
1122,0.005984372,0.232340962,0.0138594,0.241907456,0.02,0.230235228,0.004032081,38.69742337,1.570214174,0.040576711
1125,0.005689961,0.18543343,0.012931,0.190592245,0.02,0.178216398,0.003212679,32.43160182,0.978649288,0.030175793
1128,0.005752639,0.177764249,0.0117993,0.183220568,0.02,0.17113708,0.003081929,30.77405065,1.259196458,0.040917475
1134,0.009109768,0.236305367,0.0156145,0.253221227,0.02,0.243993499,0.003803007,25.41681477,3.268845184,0.128609553
1137,0.00843838,0.217610412,0.0141777,0.26802422,0.02,0.261553728,0.003894861,25.55238391,10.78396297,0.422033537
1140,0.007929774,0.241923555,0.00957118,0.258538969,0.02,0.225271053,0.003978965,30.40691753,12.24750661,0.402786853
1143,0.007510741,0.223833443,0.0143015,0.242807799,0.02,0.219724193,0.003785863,29.50189678,3.501567147,0.11868956
1146,0.007526957,0.235906312,0.0121176,0.245445297,0.02,0.203210996,0.00384333,31.16989113,2.588746534,0.083052794
1149,0.007460069,0.2219505,0.0152697,0.247298586,0.02,0.241321558,0.003852552,29.40883038,3.970391477,0.135006779
1152,0.005660797,0.204636421,0.0116932,0.21584987,0.02,0.147481992,0.003482127,35.76539445,2.186543921,0.061135742
1155,0.005714416,0.206616157,0.0121662,0.21559767,0.02,0.191416568,0.003588587,36.0003096,1.662597566,0.046182869
1158,0.005962473,0.21046327,0.0114324,0.217918619,0.02,0.112598001,0.003364481,35.1377774,1.62209217,0.046163767
1161,0.007012652,0.209218526,0.0123632,0.218773731,0.02,0.189927562,0.003504328,29.76378408,2.182659945,0.073332744
1164,0.006720708,0.246299585,0.013047,0.260689493,0.02,0.239806365,0.004208193,36.5333178,2.778729087,0.076060135
1167,0.006569525,0.218290375,0.0118846,0.23273528,0.02,0.180555178,0.003683068,33.12784188,3.189149927,0.096267965
1170,0.005975768,0.211629058,0.0115128,0.217350524,0.02,0.193578868,0.003599832,35.26239014,1.276847671,0.036209901
1173,0.006088484,0.222910623,0.0122949,0.229077301,0.02,0.215879368,0.003817883,36.3929053,1.207576072,0.033181634
1176,0.006249375,0.2123629,0.0136453,0.219472054,0.02,0.208381722,0.003636952,33.77120068,1.193709653,0.035346971
1188,0.009072031,0.250136671,0.0139915,0.272932935,0.02,0.260283516,0.004069621,27.17384437,5.866267352,0.215879184
1191,0.010319419,0.269950783,0.0219915,0.282469934,0.02,0.281973395,0.004110889,25.49014782,1.374948118,0.053940374
1194,0.009785455,0.251122151,0.0163462,0.270971445,0.02,0.267242527,0.003963637,25.2355744,3.885946117,0.15398683
1197,0.006036333,0.20337045,0.0097906,0.231983564,0.02,0.022023732,0.002857377,33.49703985,9.066154221,0.270655385
1200,0.005823206,0.183021783,0.012265,0.206261871,0.02,0.008391111,0.002732458,31.19266836,4.474361485,0.143442729
1203,0.005872279,0.182702635,0.0104872,0.207404329,0.02,0.008746513,0.002595098,30.95667027,6.335161385,0.204646085
1206,0.005835458,0.20102099,0.011188,0.211991785,0.02,0.148373211,0.003392406,34.35677636,2.468710568,0.071855128
1209,0.005976321,0.211027099,0.0104786,0.224102452,0.02,0.198139892,0.003691023,35.2390583,3.669007293,0.104117632
1212,0.005497572,0.187782343,0.0105128,0.197663919,0.02,0.124590867,0.003141609,34.06605349,2.374417797,0.069700407
1215,0.008017242,0.278482572,0.0220879,0.314580007,0.02,0.312964896,0.004690745,34.46760495,3.057745069,0.088713593
1218,0.007514996,0.267843897,0.020902,0.300948181,0.02,0.300777453,0.004586936,35.53265127,2.937237191,0.082663046
