Building ID,yield drift,yield force,peak drift,peak force,2% drift,2% force,2% area,fitted initial stiffness,fitted hardening stiffness,fitted hardening ratio,hardening ratio
285,0.012570238999999999,0.459191985,0.025717900000000002,0.467265594,0.02,0.46548802,0.00633183,36.39816769,0.750846302,0.020628683999999998,0.020628683999999998
288,0.012243334,0.42917700299999995,0.028910500000000002,0.44431265700000006,0.0200002,0.441531787,0.0060407759999999994,34.35762383,1.176967324,0.034256366,0.034256366
291,0.010537428,0.353230285,0.0244872,0.38477223899999996,0.02,0.38169256700000004,0.005374232,33.07130085,2.882928699,0.08717312699999999,0.05
294,0.010384474,0.32981865899999996,0.017089700000000003,0.385874386,0.02,0.385164797,0.005278153000000001,31.54305085,9.801007634,0.310718443,0.05
297,0.011320729,0.319624894,0.0209912,0.32843798,0.0200005,0.328360485,0.004634216,28.11830397,1.193276171,0.042437700999999994,0.042437700999999994
300,0.01328483,0.336915129,0.0288462,0.35113437200000003,0.02,0.34852486,0.00454924,25.11429591,1.204627914,0.047965825,0.047965825
303,0.011745845,0.313324339,0.020629400000000003,0.321604233,0.02,0.321541305,0.004484115,26.45300627,1.205998512,0.045590225,0.045590225
306,0.010128099,0.302854313,0.0254429,0.31602902,0.02,0.31480104600000003,0.00458931,29.79282221,1.10650964,0.037140142,0.037140142
309,0.010285865,0.279524323,0.0242541,0.299679197,0.02,0.298374194,0.004260988,26.91534313,1.822641512,0.06771756599999999,0.05
312,0.011089983999999999,0.258518932,0.029358999999999996,0.287085364,0.02,0.27654212,0.003843103,22.76911486,1.772828532,0.077861109,0.05
315,0.009470038,0.24908913,0.026608499999999997,0.27628811600000003,0.020000099999999996,0.269822609,0.0039319279999999995,25.78358657,1.849067965,0.071714925,0.05
318,0.009783279,0.26689815699999997,0.02162,0.281937515,0.02,0.28148282399999996,0.004132302,27.00952874,1.5836180930000001,0.05863183,0.05
321,0.010184818,0.292496475,0.0262238,0.306587548,0.02,0.304666907,0.004432436,28.46028331,1.113697164,0.039131626,0.039131626
324,0.012315336000000001,0.361162441,0.028333799999999996,0.376506667,0.0200005,0.37457212100000004,0.005040291,29.25595592,1.253810642,0.042856595,0.042856595
327,0.011688968999999999,0.339264524,0.0200583,0.364134746,0.02,0.36408456899999997,0.004927336,28.98291571,3.525002043,0.121623445,0.05
330,0.012278233999999999,0.324411909,0.027610700000000002,0.33874991200000004,0.02,0.33686575,0.004547826,26.27003315,1.214868412,0.046245407999999995,0.046245407999999995
333,0.010623083,0.32224553699999997,0.025629700000000002,0.34051085,0.0200003,0.33634562100000004,0.004811949,30.04430494,1.407737363,0.046855380999999995,0.046855380999999995
336,0.01149003,0.292784092,0.0261538,0.30682563399999996,0.02,0.303739412,0.00422319,25.41679245,1.150959469,0.045283427,0.045283427
339,0.011147331000000002,0.29004699899999997,0.024125900000000002,0.30089399699999997,0.02,0.298950294,0.004228354,25.97458417,0.976471834,0.037593358,0.037593358
342,0.011339785,0.322375357,0.0242426,0.34438029,0.0200002,0.34316541100000003,0.00471959,28.2500266,2.200021991,0.07787681099999999,0.05
345,0.00991461,0.326089891,0.0246387,0.34674566,0.02,0.34355179,0.00500436,32.77449347,1.6872101430000002,0.051479366,0.05
348,0.011010108000000001,0.294389868,0.027272700000000004,0.305254535,0.02,0.30339011,0.004315785,26.57219842,0.848502456,0.031931963,0.031931963
351,0.011118143,0.36404639899999996,0.0194234,0.397405657,0.0200003,0.395610101,0.005438028,32.65626128,4.661961917,0.14275859300000002,0.05
354,0.01203677,0.363005794,0.019797,0.396596968,0.02,0.395947664,0.0052396890000000005,30.08592413,5.056274163,0.16806112199999998,0.05
357,0.011906251999999999,0.34266913,0.0190705,0.36399097,0.02,0.36387724899999996,0.0049517070000000005,28.51608712,3.883581563,0.13618914599999998,0.05
360,0.010017581999999999,0.327204002,0.019978599999999996,0.356298039,0.02,0.356289935,0.005102004,32.47732982,3.766314149,0.115967482,0.05
363,0.010607061999999999,0.31545091399999997,0.017425200000000002,0.35881519700000003,0.02,0.350756244,0.004909009000000001,29.63903931,7.142452627000001,0.240981246,0.05
366,0.011502305,0.323950765,0.023899599999999997,0.340686386,0.02,0.339020996,0.004703582,27.90056024,1.729872106,0.062001339,0.05
369,0.010672163,0.37927259,0.022372,0.3979743,0.0200002,0.396557101,0.005667154000000001,35.25936621,1.9954713469999998,0.056594079000000005,0.05
372,0.01109835,0.338932315,0.023023500000000002,0.351681226,0.02,0.350718774,0.004978796,30.19745606,1.36722927,0.045276305999999995,0.045276305999999995
375,0.010681071,0.308868835,0.022318400000000002,0.319530731,0.02,0.31911575600000003,0.004598903,28.68148634,1.209840971,0.042181948,0.042181948
378,0.011698496999999999,0.45937244299999996,0.019231099999999998,0.496111111,0.0200003,0.49349575799999995,0.006686025,39.21990743,5.64387567,0.14390334,0.05
