building ID,number of story,bay width,story height ratio,number of bay,floor dead load,roof dead load,column beam ratio
774,5,20,1,3,110,20,1
775,5,20,1,3,110,20,1.5
776,5,20,1,3,110,20,2
777,5,20,1,3,110,67.5,1
778,5,20,1,3,110,67.5,1.5
779,5,20,1,3,110,67.5,2
780,5,20,1,3,110,115,1
781,5,20,1,3,110,115,1.5
782,5,20,1,3,110,115,2
783,5,20,1,5,50,20,1
784,5,20,1,5,50,20,1.5
785,5,20,1,5,50,20,2
786,5,20,1,5,50,67.5,1
787,5,20,1,5,50,67.5,1.5
788,5,20,1,5,50,67.5,2
789,5,20,1,5,50,115,1
790,5,20,1,5,50,115,1.5
791,5,20,1,5,50,115,2
792,5,20,1,5,80,20,1
793,5,20,1,5,80,20,1.5
794,5,20,1,5,80,20,2
795,5,20,1,5,80,67.5,1
796,5,20,1,5,80,67.5,1.5
797,5,20,1,5,80,67.5,2
798,5,20,1,5,80,115,1
799,5,20,1,5,80,115,1.5
800,5,20,1,5,80,115,2
801,5,20,1,5,110,20,1
802,5,20,1,5,110,20,1.5
803,5,20,1,5,110,20,2
804,5,20,1,5,110,67.5,1
805,5,20,1,5,110,67.5,1.5
806,5,20,1,5,110,67.5,2
807,5,20,1,5,110,115,1
808,5,20,1,5,110,115,1.5
809,5,20,1,5,110,115,2
810,5,20,1.5,1,50,20,1
811,5,20,1.5,1,50,20,1.5
812,5,20,1.5,1,50,20,2
813,5,20,1.5,1,50,67.5,1
814,5,20,1.5,1,50,67.5,1.5
815,5,20,1.5,1,50,67.5,2
816,5,20,1.5,1,50,115,1
817,5,20,1.5,1,50,115,1.5
818,5,20,1.5,1,50,115,2
819,5,20,1.5,1,80,20,1
820,5,20,1.5,1,80,20,1.5
821,5,20,1.5,1,80,20,2
822,5,20,1.5,1,80,67.5,1
823,5,20,1.5,1,80,67.5,1.5
824,5,20,1.5,1,80,67.5,2
825,5,20,1.5,1,80,115,1
826,5,20,1.5,1,80,115,1.5
827,5,20,1.5,1,80,115,2
828,5,20,1.5,1,110,20,1
829,5,20,1.5,1,110,20,1.5
830,5,20,1.5,1,110,20,2
831,5,20,1.5,1,110,67.5,1
832,5,20,1.5,1,110,67.5,1.5
833,5,20,1.5,1,110,67.5,2
834,5,20,1.5,1,110,115,1
835,5,20,1.5,1,110,115,1.5
836,5,20,1.5,1,110,115,2
837,5,20,1.5,3,50,20,1
838,5,20,1.5,3,50,20,1.5
839,5,20,1.5,3,50,20,2
840,5,20,1.5,3,50,67.5,1
841,5,20,1.5,3,50,67.5,1.5
842,5,20,1.5,3,50,67.5,2
843,5,20,1.5,3,50,115,1
844,5,20,1.5,3,50,115,1.5
845,5,20,1.5,3,50,115,2
846,5,20,1.5,3,80,20,1
847,5,20,1.5,3,80,20,1.5
848,5,20,1.5,3,80,20,2
849,5,20,1.5,3,80,67.5,1
850,5,20,1.5,3,80,67.5,1.5
851,5,20,1.5,3,80,67.5,2
852,5,20,1.5,3,80,115,1
853,5,20,1.5,3,80,115,1.5
854,5,20,1.5,3,80,115,2
855,5,20,1.5,3,110,20,1
856,5,20,1.5,3,110,20,1.5
857,5,20,1.5,3,110,20,2
858,5,20,1.5,3,110,67.5,1
859,5,20,1.5,3,110,67.5,1.5
860,5,20,1.5,3,110,67.5,2
861,5,20,1.5,3,110,115,1
862,5,20,1.5,3,110,115,1.5
863,5,20,1.5,3,110,115,2
864,5,20,1.5,5,50,20,1
865,5,20,1.5,5,50,20,1.5
866,5,20,1.5,5,50,20,2
867,5,20,1.5,5,50,67.5,1
868,5,20,1.5,5,50,67.5,1.5
869,5,20,1.5,5,50,67.5,2
870,5,20,1.5,5,50,115,1
871,5,20,1.5,5,50,115,1.5
872,5,20,1.5,5,50,115,2
873,5,20,1.5,5,80,20,1
874,5,20,1.5,5,80,20,1.5
875,5,20,1.5,5,80,20,2
876,5,20,1.5,5,80,67.5,1
877,5,20,1.5,5,80,67.5,1.5
878,5,20,1.5,5,80,67.5,2
879,5,20,1.5,5,80,115,1
880,5,20,1.5,5,80,115,1.5
881,5,20,1.5,5,80,115,2
882,5,20,1.5,5,110,20,1
883,5,20,1.5,5,110,20,1.5
884,5,20,1.5,5,110,20,2
885,5,20,1.5,5,110,67.5,1
886,5,20,1.5,5,110,67.5,1.5
887,5,20,1.5,5,110,67.5,2
888,5,20,1.5,5,110,115,1
889,5,20,1.5,5,110,115,1.5
890,5,20,1.5,5,110,115,2
891,5,20,2,1,50,20,1
892,5,20,2,1,50,20,1.5
893,5,20,2,1,50,20,2
894,5,20,2,1,50,67.5,1
895,5,20,2,1,50,67.5,1.5
896,5,20,2,1,50,67.5,2
897,5,20,2,1,50,115,1
898,5,20,2,1,50,115,1.5
899,5,20,2,1,50,115,2
900,5,20,2,1,80,20,1
901,5,20,2,1,80,20,1.5
902,5,20,2,1,80,20,2
903,5,20,2,1,80,67.5,1
904,5,20,2,1,80,67.5,1.5
905,5,20,2,1,80,67.5,2
906,5,20,2,1,80,115,1
907,5,20,2,1,80,115,1.5
908,5,20,2,1,80,115,2
909,5,20,2,1,110,20,1
910,5,20,2,1,110,20,1.5
911,5,20,2,1,110,20,2
912,5,20,2,1,110,67.5,1
913,5,20,2,1,110,67.5,1.5
914,5,20,2,1,110,67.5,2
915,5,20,2,1,110,115,1
916,5,20,2,1,110,115,1.5
917,5,20,2,1,110,115,2
918,5,20,2,3,50,20,1
919,5,20,2,3,50,20,1.5
920,5,20,2,3,50,20,2
921,5,20,2,3,50,67.5,1
922,5,20,2,3,50,67.5,1.5
923,5,20,2,3,50,67.5,2
924,5,20,2,3,50,115,1
925,5,20,2,3,50,115,1.5
926,5,20,2,3,50,115,2
927,5,20,2,3,80,20,1
928,5,20,2,3,80,20,1.5
929,5,20,2,3,80,20,2
930,5,20,2,3,80,67.5,1
931,5,20,2,3,80,67.5,1.5
932,5,20,2,3,80,67.5,2
933,5,20,2,3,80,115,1
934,5,20,2,3,80,115,1.5
935,5,20,2,3,80,115,2
936,5,20,2,3,110,20,1
937,5,20,2,3,110,20,1.5
938,5,20,2,3,110,20,2
939,5,20,2,3,110,67.5,1
940,5,20,2,3,110,67.5,1.5
941,5,20,2,3,110,67.5,2
942,5,20,2,3,110,115,1
943,5,20,2,3,110,115,1.5
944,5,20,2,3,110,115,2
945,5,20,2,5,50,20,1
946,5,20,2,5,50,20,1.5
947,5,20,2,5,50,20,2
948,5,20,2,5,50,67.5,1
949,5,20,2,5,50,67.5,1.5
950,5,20,2,5,50,67.5,2
951,5,20,2,5,50,115,1
952,5,20,2,5,50,115,1.5
953,5,20,2,5,50,115,2
954,5,20,2,5,80,20,1
955,5,20,2,5,80,20,1.5
956,5,20,2,5,80,20,2
957,5,20,2,5,80,67.5,1
958,5,20,2,5,80,67.5,1.5
959,5,20,2,5,80,67.5,2
960,5,20,2,5,80,115,1
961,5,20,2,5,80,115,1.5
962,5,20,2,5,80,115,2
963,5,20,2,5,110,20,1
964,5,20,2,5,110,20,1.5
965,5,20,2,5,110,20,2
966,5,20,2,5,110,67.5,1
967,5,20,2,5,110,67.5,1.5
968,5,20,2,5,110,67.5,2
969,5,20,2,5,110,115,1
970,5,20,2,5,110,115,1.5
971,5,20,2,5,110,115,2
972,5,30,1,1,50,20,1
973,5,30,1,1,50,20,1.5
974,5,30,1,1,50,20,2
975,5,30,1,1,50,67.5,1
976,5,30,1,1,50,67.5,1.5
977,5,30,1,1,50,67.5,2
978,5,30,1,1,50,115,1
979,5,30,1,1,50,115,1.5
980,5,30,1,1,50,115,2
981,5,30,1,1,80,20,1
982,5,30,1,1,80,20,1.5
983,5,30,1,1,80,20,2
984,5,30,1,1,80,67.5,1
985,5,30,1,1,80,67.5,1.5
986,5,30,1,1,80,67.5,2
987,5,30,1,1,80,115,1
988,5,30,1,1,80,115,1.5
989,5,30,1,1,80,115,2
990,5,30,1,1,110,20,1
991,5,30,1,1,110,20,1.5
992,5,30,1,1,110,20,2
993,5,30,1,1,110,67.5,1
994,5,30,1,1,110,67.5,1.5
995,5,30,1,1,110,67.5,2
996,5,30,1,1,110,115,1
997,5,30,1,1,110,115,1.5
998,5,30,1,1,110,115,2
999,5,30,1,3,50,20,1
1000,5,30,1,3,50,20,1.5
1001,5,30,1,3,50,20,2
1002,5,30,1,3,50,67.5,1
1003,5,30,1,3,50,67.5,1.5
1004,5,30,1,3,50,67.5,2
1005,5,30,1,3,50,115,1
1006,5,30,1,3,50,115,1.5
1007,5,30,1,3,50,115,2
1008,5,30,1,3,80,20,1
1009,5,30,1,3,80,20,1.5
1010,5,30,1,3,80,20,2
1011,5,30,1,3,80,67.5,1
1012,5,30,1,3,80,67.5,1.5
1013,5,30,1,3,80,67.5,2
1014,5,30,1,3,80,115,1
1015,5,30,1,3,80,115,1.5
1016,5,30,1,3,80,115,2
1017,5,30,1,3,110,20,1
1018,5,30,1,3,110,20,1.5
1019,5,30,1,3,110,20,2
1020,5,30,1,3,110,67.5,1
1021,5,30,1,3,110,67.5,1.5
1022,5,30,1,3,110,67.5,2
1023,5,30,1,3,110,115,1
1024,5,30,1,3,110,115,1.5
1025,5,30,1,3,110,115,2
1026,5,30,1,5,50,20,1
1027,5,30,1,5,50,20,1.5
1028,5,30,1,5,50,20,2
1029,5,30,1,5,50,67.5,1
1030,5,30,1,5,50,67.5,1.5
1031,5,30,1,5,50,67.5,2
1032,5,30,1,5,50,115,1
1033,5,30,1,5,50,115,1.5
1034,5,30,1,5,50,115,2
1035,5,30,1,5,80,20,1
1036,5,30,1,5,80,20,1.5
1037,5,30,1,5,80,20,2
1038,5,30,1,5,80,67.5,1
1039,5,30,1,5,80,67.5,1.5
1040,5,30,1,5,80,67.5,2
1041,5,30,1,5,80,115,1
1042,5,30,1,5,80,115,1.5
1043,5,30,1,5,80,115,2
1044,5,30,1,5,110,20,1
1045,5,30,1,5,110,20,1.5
1046,5,30,1,5,110,20,2
1047,5,30,1,5,110,67.5,1
1048,5,30,1,5,110,67.5,1.5
1049,5,30,1,5,110,67.5,2
1050,5,30,1,5,110,115,1
1051,5,30,1,5,110,115,1.5
1052,5,30,1,5,110,115,2
1053,5,30,1.5,1,50,20,1
1054,5,30,1.5,1,50,20,1.5
1055,5,30,1.5,1,50,20,2
1056,5,30,1.5,1,50,67.5,1
1057,5,30,1.5,1,50,67.5,1.5
1058,5,30,1.5,1,50,67.5,2
1059,5,30,1.5,1,50,115,1
1060,5,30,1.5,1,50,115,1.5
1061,5,30,1.5,1,50,115,2
1062,5,30,1.5,1,80,20,1
1063,5,30,1.5,1,80,20,1.5
1064,5,30,1.5,1,80,20,2
1065,5,30,1.5,1,80,67.5,1
1066,5,30,1.5,1,80,67.5,1.5
1067,5,30,1.5,1,80,67.5,2
1068,5,30,1.5,1,80,115,1
1069,5,30,1.5,1,80,115,1.5
1070,5,30,1.5,1,80,115,2
1071,5,30,1.5,1,110,20,1
1072,5,30,1.5,1,110,20,1.5
1073,5,30,1.5,1,110,20,2
1074,5,30,1.5,1,110,67.5,1
1075,5,30,1.5,1,110,67.5,1.5
1076,5,30,1.5,1,110,67.5,2
1077,5,30,1.5,1,110,115,1
1078,5,30,1.5,1,110,115,1.5
1079,5,30,1.5,1,110,115,2
1080,5,30,1.5,3,50,20,1
1081,5,30,1.5,3,50,20,1.5
1082,5,30,1.5,3,50,20,2
1083,5,30,1.5,3,50,67.5,1
1084,5,30,1.5,3,50,67.5,1.5
1085,5,30,1.5,3,50,67.5,2
1086,5,30,1.5,3,50,115,1
1087,5,30,1.5,3,50,115,1.5
1088,5,30,1.5,3,50,115,2
1089,5,30,1.5,3,80,20,1
1090,5,30,1.5,3,80,20,1.5
1091,5,30,1.5,3,80,20,2
1092,5,30,1.5,3,80,67.5,1
1093,5,30,1.5,3,80,67.5,1.5
1094,5,30,1.5,3,80,67.5,2
1095,5,30,1.5,3,80,115,1
1096,5,30,1.5,3,80,115,1.5
1097,5,30,1.5,3,80,115,2
1098,5,30,1.5,3,110,20,1
1099,5,30,1.5,3,110,20,1.5
1100,5,30,1.5,3,110,20,2
1101,5,30,1.5,3,110,67.5,1
1102,5,30,1.5,3,110,67.5,1.5
1103,5,30,1.5,3,110,67.5,2
1104,5,30,1.5,3,110,115,1
1105,5,30,1.5,3,110,115,1.5
1106,5,30,1.5,3,110,115,2
1107,5,30,1.5,5,50,20,1
1108,5,30,1.5,5,50,20,1.5
1109,5,30,1.5,5,50,20,2
1110,5,30,1.5,5,50,67.5,1
1111,5,30,1.5,5,50,67.5,1.5
1112,5,30,1.5,5,50,67.5,2
1113,5,30,1.5,5,50,115,1
1114,5,30,1.5,5,50,115,1.5
1115,5,30,1.5,5,50,115,2
1116,5,30,1.5,5,80,20,1
1117,5,30,1.5,5,80,20,1.5
1118,5,30,1.5,5,80,20,2
1119,5,30,1.5,5,80,67.5,1
1120,5,30,1.5,5,80,67.5,1.5
1121,5,30,1.5,5,80,67.5,2
1122,5,30,1.5,5,80,115,1
1123,5,30,1.5,5,80,115,1.5
1124,5,30,1.5,5,80,115,2
1125,5,30,1.5,5,110,20,1
1126,5,30,1.5,5,110,20,1.5
1127,5,30,1.5,5,110,20,2
1128,5,30,1.5,5,110,67.5,1
1129,5,30,1.5,5,110,67.5,1.5
1130,5,30,1.5,5,110,67.5,2
1131,5,30,1.5,5,110,115,1
1132,5,30,1.5,5,110,115,1.5
1133,5,30,1.5,5,110,115,2
1134,5,30,2,1,50,20,1
1135,5,30,2,1,50,20,1.5
1136,5,30,2,1,50,20,2
1137,5,30,2,1,50,67.5,1
1138,5,30,2,1,50,67.5,1.5
1139,5,30,2,1,50,67.5,2
1140,5,30,2,1,50,115,1
1141,5,30,2,1,50,115,1.5
1142,5,30,2,1,50,115,2
1143,5,30,2,1,80,20,1
1144,5,30,2,1,80,20,1.5
1145,5,30,2,1,80,20,2
1146,5,30,2,1,80,67.5,1
1147,5,30,2,1,80,67.5,1.5
1148,5,30,2,1,80,67.5,2
1149,5,30,2,1,80,115,1
1150,5,30,2,1,80,115,1.5
1151,5,30,2,1,80,115,2
1152,5,30,2,1,110,20,1
1153,5,30,2,1,110,20,1.5
1154,5,30,2,1,110,20,2
1155,5,30,2,1,110,67.5,1
1156,5,30,2,1,110,67.5,1.5
1157,5,30,2,1,110,67.5,2
1158,5,30,2,1,110,115,1
1159,5,30,2,1,110,115,1.5
1160,5,30,2,1,110,115,2
1161,5,30,2,3,50,20,1
1162,5,30,2,3,50,20,1.5
1163,5,30,2,3,50,20,2
1164,5,30,2,3,50,67.5,1
1165,5,30,2,3,50,67.5,1.5
1166,5,30,2,3,50,67.5,2
1167,5,30,2,3,50,115,1
1168,5,30,2,3,50,115,1.5
1169,5,30,2,3,50,115,2
1170,5,30,2,3,80,20,1
1171,5,30,2,3,80,20,1.5
1172,5,30,2,3,80,20,2
1173,5,30,2,3,80,67.5,1
1174,5,30,2,3,80,67.5,1.5
1175,5,30,2,3,80,67.5,2
1176,5,30,2,3,80,115,1
1177,5,30,2,3,80,115,1.5
1178,5,30,2,3,80,115,2
1179,5,30,2,3,110,20,1
1180,5,30,2,3,110,20,1.5
1181,5,30,2,3,110,20,2
1182,5,30,2,3,110,67.5,1
1183,5,30,2,3,110,67.5,1.5
1184,5,30,2,3,110,67.5,2
1185,5,30,2,3,110,115,1
1186,5,30,2,3,110,115,1.5
1187,5,30,2,3,110,115,2
1188,5,30,2,5,50,20,1
1189,5,30,2,5,50,20,1.5
1190,5,30,2,5,50,20,2
1191,5,30,2,5,50,67.5,1
1192,5,30,2,5,50,67.5,1.5
1193,5,30,2,5,50,67.5,2
1194,5,30,2,5,50,115,1
1195,5,30,2,5,50,115,1.5
1196,5,30,2,5,50,115,2
1197,5,30,2,5,80,20,1
1198,5,30,2,5,80,20,1.5
1199,5,30,2,5,80,20,2
1200,5,30,2,5,80,67.5,1
1201,5,30,2,5,80,67.5,1.5
1202,5,30,2,5,80,67.5,2
1203,5,30,2,5,80,115,1
1204,5,30,2,5,80,115,1.5
1205,5,30,2,5,80,115,2
1206,5,30,2,5,110,20,1
1207,5,30,2,5,110,20,1.5
1208,5,30,2,5,110,20,2
1209,5,30,2,5,110,67.5,1
1210,5,30,2,5,110,67.5,1.5
1211,5,30,2,5,110,67.5,2
1212,5,30,2,5,110,115,1
1213,5,30,2,5,110,115,1.5
1214,5,30,2,5,110,115,2
1215,5,40,1,1,50,20,1
1216,5,40,1,1,50,20,1.5
1217,5,40,1,1,50,20,2
1218,5,40,1,1,50,67.5,1
1219,5,40,1,1,50,67.5,1.5
1220,5,40,1,1,50,67.5,2
1221,5,40,1,1,50,115,1
1222,5,40,1,1,50,115,1.5
1223,5,40,1,1,50,115,2
1224,5,40,1,1,80,20,1
1225,5,40,1,1,80,20,1.5
1226,5,40,1,1,80,20,2
1227,5,40,1,1,80,67.5,1
1228,5,40,1,1,80,67.5,1.5
1229,5,40,1,1,80,67.5,2
1230,5,40,1,1,80,115,1
1231,5,40,1,1,80,115,1.5
1232,5,40,1,1,80,115,2
1233,5,40,1,1,110,20,1
1234,5,40,1,1,110,20,1.5
1235,5,40,1,1,110,20,2
1236,5,40,1,1,110,67.5,1
1237,5,40,1,1,110,67.5,1.5
1238,5,40,1,1,110,67.5,2
1239,5,40,1,1,110,115,1
1240,5,40,1,1,110,115,1.5
1241,5,40,1,1,110,115,2
1242,5,40,1,3,50,20,1
1243,5,40,1,3,50,20,1.5
1244,5,40,1,3,50,20,2
1245,5,40,1,3,50,67.5,1
1246,5,40,1,3,50,67.5,1.5
1247,5,40,1,3,50,67.5,2
1248,5,40,1,3,50,115,1
1249,5,40,1,3,50,115,1.5
1250,5,40,1,3,50,115,2
1251,5,40,1,3,80,20,1
1252,5,40,1,3,80,20,1.5
1253,5,40,1,3,80,20,2
1254,5,40,1,3,80,67.5,1
1255,5,40,1,3,80,67.5,1.5
1256,5,40,1,3,80,67.5,2
1257,5,40,1,3,80,115,1
1258,5,40,1,3,80,115,1.5
1259,5,40,1,3,80,115,2
1260,5,40,1,3,110,20,1
1261,5,40,1,3,110,20,1.5
1262,5,40,1,3,110,20,2
1263,5,40,1,3,110,67.5,1
1264,5,40,1,3,110,67.5,1.5
1265,5,40,1,3,110,67.5,2
1266,5,40,1,3,110,115,1
1267,5,40,1,3,110,115,1.5
1268,5,40,1,3,110,115,2
1269,5,40,1,5,50,20,1
1270,5,40,1,5,50,20,1.5
1271,5,40,1,5,50,20,2
1272,5,40,1,5,50,67.5,1
1273,5,40,1,5,50,67.5,1.5
1274,5,40,1,5,50,67.5,2
1275,5,40,1,5,50,115,1
1276,5,40,1,5,50,115,1.5
1277,5,40,1,5,50,115,2
1278,5,40,1,5,80,20,1
1279,5,40,1,5,80,20,1.5
1280,5,40,1,5,80,20,2
1281,5,40,1,5,80,67.5,1
1282,5,40,1,5,80,67.5,1.5
1283,5,40,1,5,80,67.5,2
1284,5,40,1,5,80,115,1
1285,5,40,1,5,80,115,1.5
1286,5,40,1,5,80,115,2
1287,5,40,1,5,110,20,1
1288,5,40,1,5,110,20,1.5
1289,5,40,1,5,110,20,2
1290,5,40,1,5,110,67.5,1
1291,5,40,1,5,110,67.5,1.5
1292,5,40,1,5,110,67.5,2
1293,5,40,1,5,110,115,1
1294,5,40,1,5,110,115,1.5
1295,5,40,1,5,110,115,2
1296,5,40,1.5,1,50,20,1
1297,5,40,1.5,1,50,20,1.5
1298,5,40,1.5,1,50,20,2
1299,5,40,1.5,1,50,67.5,1
1300,5,40,1.5,1,50,67.5,1.5
1301,5,40,1.5,1,50,67.5,2
1302,5,40,1.5,1,50,115,1
1303,5,40,1.5,1,50,115,1.5
1304,5,40,1.5,1,50,115,2
1305,5,40,1.5,1,80,20,1
1306,5,40,1.5,1,80,20,1.5
1307,5,40,1.5,1,80,20,2
1308,5,40,1.5,1,80,67.5,1
1309,5,40,1.5,1,80,67.5,1.5
1310,5,40,1.5,1,80,67.5,2
1311,5,40,1.5,1,80,115,1
1312,5,40,1.5,1,80,115,1.5
1313,5,40,1.5,1,80,115,2
1314,5,40,1.5,1,110,20,1
1315,5,40,1.5,1,110,20,1.5
1316,5,40,1.5,1,110,20,2
1317,5,40,1.5,1,110,67.5,1
1318,5,40,1.5,1,110,67.5,1.5
1319,5,40,1.5,1,110,67.5,2
1320,5,40,1.5,1,110,115,1
1321,5,40,1.5,1,110,115,1.5
1322,5,40,1.5,1,110,115,2
1323,5,40,1.5,3,50,20,1
1324,5,40,1.5,3,50,20,1.5
1325,5,40,1.5,3,50,20,2
1326,5,40,1.5,3,50,67.5,1
1327,5,40,1.5,3,50,67.5,1.5
1328,5,40,1.5,3,50,67.5,2
1329,5,40,1.5,3,50,115,1
1330,5,40,1.5,3,50,115,1.5
1331,5,40,1.5,3,50,115,2
1332,5,40,1.5,3,80,20,1
1333,5,40,1.5,3,80,20,1.5
1334,5,40,1.5,3,80,20,2
1335,5,40,1.5,3,80,67.5,1
1336,5,40,1.5,3,80,67.5,1.5
1337,5,40,1.5,3,80,67.5,2
1338,5,40,1.5,3,80,115,1
1339,5,40,1.5,3,80,115,1.5
1340,5,40,1.5,3,80,115,2
1341,5,40,1.5,3,110,20,1
1342,5,40,1.5,3,110,20,1.5
1343,5,40,1.5,3,110,20,2
1344,5,40,1.5,3,110,67.5,1
1345,5,40,1.5,3,110,67.5,1.5
1346,5,40,1.5,3,110,67.5,2
1347,5,40,1.5,3,110,115,1
1348,5,40,1.5,3,110,115,1.5
1349,5,40,1.5,3,110,115,2
1350,5,40,1.5,5,50,20,1
1351,5,40,1.5,5,50,20,1.5
1352,5,40,1.5,5,50,20,2
1353,5,40,1.5,5,50,67.5,1
1354,5,40,1.5,5,50,67.5,1.5
1355,5,40,1.5,5,50,67.5,2
1356,5,40,1.5,5,50,115,1
1357,5,40,1.5,5,50,115,1.5
1358,5,40,1.5,5,50,115,2
1359,5,40,1.5,5,80,20,1
1360,5,40,1.5,5,80,20,1.5
1361,5,40,1.5,5,80,20,2
1362,5,40,1.5,5,80,67.5,1
1363,5,40,1.5,5,80,67.5,1.5
1364,5,40,1.5,5,80,67.5,2
1365,5,40,1.5,5,80,115,1
1366,5,40,1.5,5,80,115,1.5
1367,5,40,1.5,5,80,115,2
1368,5,40,1.5,5,110,20,1
1369,5,40,1.5,5,110,20,1.5
1370,5,40,1.5,5,110,20,2
1371,5,40,1.5,5,110,67.5,1
1372,5,40,1.5,5,110,67.5,1.5
1373,5,40,1.5,5,110,67.5,2
1374,5,40,1.5,5,110,115,1
1375,5,40,1.5,5,110,115,1.5
1376,5,40,1.5,5,110,115,2
1377,5,40,2,1,50,20,1
1378,5,40,2,1,50,20,1.5
1379,5,40,2,1,50,20,2
1380,5,40,2,1,50,67.5,1
1381,5,40,2,1,50,67.5,1.5
1382,5,40,2,1,50,67.5,2
1383,5,40,2,1,50,115,1
1384,5,40,2,1,50,115,1.5
1385,5,40,2,1,50,115,2
1386,5,40,2,1,80,20,1
1387,5,40,2,1,80,20,1.5
1388,5,40,2,1,80,20,2
1389,5,40,2,1,80,67.5,1
1390,5,40,2,1,80,67.5,1.5
1391,5,40,2,1,80,67.5,2
1392,5,40,2,1,80,115,1
1393,5,40,2,1,80,115,1.5
1394,5,40,2,1,80,115,2
1395,5,40,2,1,110,20,1
1396,5,40,2,1,110,20,1.5
1397,5,40,2,1,110,20,2
1398,5,40,2,1,110,67.5,1
1399,5,40,2,1,110,67.5,1.5
1400,5,40,2,1,110,67.5,2
1401,5,40,2,1,110,115,1
1402,5,40,2,1,110,115,1.5
1403,5,40,2,1,110,115,2
1404,5,40,2,3,50,20,1
1405,5,40,2,3,50,20,1.5
1406,5,40,2,3,50,20,2
1407,5,40,2,3,50,67.5,1
1408,5,40,2,3,50,67.5,1.5
1409,5,40,2,3,50,67.5,2
1410,5,40,2,3,50,115,1
1411,5,40,2,3,50,115,1.5
1412,5,40,2,3,50,115,2
1413,5,40,2,3,80,20,1
1414,5,40,2,3,80,20,1.5
1415,5,40,2,3,80,20,2
1416,5,40,2,3,80,67.5,1
1417,5,40,2,3,80,67.5,1.5
1418,5,40,2,3,80,67.5,2
1419,5,40,2,3,80,115,1
1420,5,40,2,3,80,115,1.5
1421,5,40,2,3,80,115,2
1422,5,40,2,3,110,20,1
1423,5,40,2,3,110,20,1.5
1424,5,40,2,3,110,20,2
1425,5,40,2,3,110,67.5,1
1426,5,40,2,3,110,67.5,1.5
1427,5,40,2,3,110,67.5,2
1428,5,40,2,3,110,115,1
1429,5,40,2,3,110,115,1.5
1430,5,40,2,3,110,115,2
1431,5,40,2,5,50,20,1
1432,5,40,2,5,50,20,1.5
1433,5,40,2,5,50,20,2
1434,5,40,2,5,50,67.5,1
1435,5,40,2,5,50,67.5,1.5
1436,5,40,2,5,50,67.5,2
1437,5,40,2,5,50,115,1
1438,5,40,2,5,50,115,1.5
1439,5,40,2,5,50,115,2
1440,5,40,2,5,80,20,1
1441,5,40,2,5,80,20,1.5
1442,5,40,2,5,80,20,2
1443,5,40,2,5,80,67.5,1
1444,5,40,2,5,80,67.5,1.5
1445,5,40,2,5,80,67.5,2
1446,5,40,2,5,80,115,1
1447,5,40,2,5,80,115,1.5
1448,5,40,2,5,80,115,2
1449,5,40,2,5,110,20,1
1450,5,40,2,5,110,20,1.5
1451,5,40,2,5,110,20,2
1452,5,40,2,5,110,67.5,1
1453,5,40,2,5,110,67.5,1.5
1454,5,40,2,5,110,67.5,2
1455,5,40,2,5,110,115,1
1456,5,40,2,5,110,115,1.5
1457,5,40,2,5,110,115,2
1458,9,20,1,1,50,20,1
1459,9,20,1,1,50,20,1.5
1460,9,20,1,1,50,20,2
1461,9,20,1,1,50,67.5,1
1462,9,20,1,1,50,67.5,1.5
1463,9,20,1,1,50,67.5,2
1464,9,20,1,1,50,115,1
1465,9,20,1,1,50,115,1.5
1466,9,20,1,1,50,115,2
1467,9,20,1,1,80,20,1
1468,9,20,1,1,80,20,1.5
1469,9,20,1,1,80,20,2
1470,9,20,1,1,80,67.5,1
1471,9,20,1,1,80,67.5,1.5
1472,9,20,1,1,80,67.5,2
1473,9,20,1,1,80,115,1
1474,9,20,1,1,80,115,1.5
1475,9,20,1,1,80,115,2
1476,9,20,1,1,110,20,1
1477,9,20,1,1,110,20,1.5
1478,9,20,1,1,110,20,2
1479,9,20,1,1,110,67.5,1
1480,9,20,1,1,110,67.5,1.5
1481,9,20,1,1,110,67.5,2
1482,9,20,1,1,110,115,1
1483,9,20,1,1,110,115,1.5
1484,9,20,1,1,110,115,2
1485,9,20,1,3,50,20,1
1486,9,20,1,3,50,20,1.5
1487,9,20,1,3,50,20,2
1488,9,20,1,3,50,67.5,1
1489,9,20,1,3,50,67.5,1.5
1490,9,20,1,3,50,67.5,2
1491,9,20,1,3,50,115,1
1492,9,20,1,3,50,115,1.5
1493,9,20,1,3,50,115,2
1494,9,20,1,3,80,20,1
1495,9,20,1,3,80,20,1.5
1496,9,20,1,3,80,20,2
1497,9,20,1,3,80,67.5,1
1498,9,20,1,3,80,67.5,1.5
1499,9,20,1,3,80,67.5,2
1500,9,20,1,3,80,115,1
1501,9,20,1,3,80,115,1.5
1502,9,20,1,3,80,115,2
1503,9,20,1,3,110,20,1
1504,9,20,1,3,110,20,1.5
1505,9,20,1,3,110,20,2
1506,9,20,1,3,110,67.5,1
1507,9,20,1,3,110,67.5,1.5
1508,9,20,1,3,110,67.5,2
1509,9,20,1,3,110,115,1
1510,9,20,1,3,110,115,1.5
1511,9,20,1,3,110,115,2
1512,9,20,1,5,50,20,1
1513,9,20,1,5,50,20,1.5
1514,9,20,1,5,50,20,2
1515,9,20,1,5,50,67.5,1
1516,9,20,1,5,50,67.5,1.5
1517,9,20,1,5,50,67.5,2
1518,9,20,1,5,50,115,1
1519,9,20,1,5,50,115,1.5
1520,9,20,1,5,50,115,2
