building ID,number of story,bay width,story height ratio,number of bay,floor dead load,roof dead load,column beam ratio
345,1,30,1.5,1,110,67.5,1
346,1,30,1.5,1,110,67.5,1.5
347,1,30,1.5,1,110,67.5,2
348,1,30,1.5,1,110,115,1
349,1,30,1.5,1,110,115,1.5
350,1,30,1.5,1,110,115,2
351,1,30,1.5,3,50,20,1
352,1,30,1.5,3,50,20,1.5
353,1,30,1.5,3,50,20,2
354,1,30,1.5,3,50,67.5,1
355,1,30,1.5,3,50,67.5,1.5
356,1,30,1.5,3,50,67.5,2
357,1,30,1.5,3,50,115,1
358,1,30,1.5,3,50,115,1.5
359,1,30,1.5,3,50,115,2
360,1,30,1.5,3,80,20,1
361,1,30,1.5,3,80,20,1.5
362,1,30,1.5,3,80,20,2
363,1,30,1.5,3,80,67.5,1
364,1,30,1.5,3,80,67.5,1.5
365,1,30,1.5,3,80,67.5,2
366,1,30,1.5,3,80,115,1
367,1,30,1.5,3,80,115,1.5
368,1,30,1.5,3,80,115,2
369,1,30,1.5,3,110,20,1
370,1,30,1.5,3,110,20,1.5
371,1,30,1.5,3,110,20,2
372,1,30,1.5,3,110,67.5,1
373,1,30,1.5,3,110,67.5,1.5
374,1,30,1.5,3,110,67.5,2
375,1,30,1.5,3,110,115,1
376,1,30,1.5,3,110,115,1.5
377,1,30,1.5,3,110,115,2
378,1,30,1.5,5,50,20,1
379,1,30,1.5,5,50,20,1.5
380,1,30,1.5,5,50,20,2
381,1,30,1.5,5,50,67.5,1
382,1,30,1.5,5,50,67.5,1.5
383,1,30,1.5,5,50,67.5,2
384,1,30,1.5,5,50,115,1
385,1,30,1.5,5,50,115,1.5
386,1,30,1.5,5,50,115,2
387,1,30,1.5,5,80,20,1
388,1,30,1.5,5,80,20,1.5
389,1,30,1.5,5,80,20,2
390,1,30,1.5,5,80,67.5,1
391,1,30,1.5,5,80,67.5,1.5
392,1,30,1.5,5,80,67.5,2
393,1,30,1.5,5,80,115,1
394,1,30,1.5,5,80,115,1.5
395,1,30,1.5,5,80,115,2
396,1,30,1.5,5,110,20,1
397,1,30,1.5,5,110,20,1.5
398,1,30,1.5,5,110,20,2
399,1,30,1.5,5,110,67.5,1
400,1,30,1.5,5,110,67.5,1.5
401,1,30,1.5,5,110,67.5,2
402,1,30,1.5,5,110,115,1
403,1,30,1.5,5,110,115,1.5
404,1,30,1.5,5,110,115,2
405,1,30,2,1,50,20,1
406,1,30,2,1,50,20,1.5
407,1,30,2,1,50,20,2
408,1,30,2,1,50,67.5,1
409,1,30,2,1,50,67.5,1.5
410,1,30,2,1,50,67.5,2
411,1,30,2,1,50,115,1
412,1,30,2,1,50,115,1.5
413,1,30,2,1,50,115,2
414,1,30,2,1,80,20,1
415,1,30,2,1,80,20,1.5
416,1,30,2,1,80,20,2
417,1,30,2,1,80,67.5,1
418,1,30,2,1,80,67.5,1.5
419,1,30,2,1,80,67.5,2
420,1,30,2,1,80,115,1
421,1,30,2,1,80,115,1.5
422,1,30,2,1,80,115,2
423,1,30,2,1,110,20,1
424,1,30,2,1,110,20,1.5
425,1,30,2,1,110,20,2
426,1,30,2,1,110,67.5,1
427,1,30,2,1,110,67.5,1.5
428,1,30,2,1,110,67.5,2
429,1,30,2,1,110,115,1
430,1,30,2,1,110,115,1.5
431,1,30,2,1,110,115,2
432,1,30,2,3,50,20,1
433,1,30,2,3,50,20,1.5
434,1,30,2,3,50,20,2
435,1,30,2,3,50,67.5,1
436,1,30,2,3,50,67.5,1.5
437,1,30,2,3,50,67.5,2
438,1,30,2,3,50,115,1
439,1,30,2,3,50,115,1.5
440,1,30,2,3,50,115,2
441,1,30,2,3,80,20,1
442,1,30,2,3,80,20,1.5
443,1,30,2,3,80,20,2
444,1,30,2,3,80,67.5,1
445,1,30,2,3,80,67.5,1.5
446,1,30,2,3,80,67.5,2
447,1,30,2,3,80,115,1
448,1,30,2,3,80,115,1.5
449,1,30,2,3,80,115,2
450,1,30,2,3,110,20,1
451,1,30,2,3,110,20,1.5
452,1,30,2,3,110,20,2
453,1,30,2,3,110,67.5,1
454,1,30,2,3,110,67.5,1.5
455,1,30,2,3,110,67.5,2
456,1,30,2,3,110,115,1
457,1,30,2,3,110,115,1.5
458,1,30,2,3,110,115,2
459,1,30,2,5,50,20,1
460,1,30,2,5,50,20,1.5
461,1,30,2,5,50,20,2
462,1,30,2,5,50,67.5,1
463,1,30,2,5,50,67.5,1.5
464,1,30,2,5,50,67.5,2
465,1,30,2,5,50,115,1
466,1,30,2,5,50,115,1.5
467,1,30,2,5,50,115,2
468,1,30,2,5,80,20,1
469,1,30,2,5,80,20,1.5
470,1,30,2,5,80,20,2
471,1,30,2,5,80,67.5,1
472,1,30,2,5,80,67.5,1.5
473,1,30,2,5,80,67.5,2
474,1,30,2,5,80,115,1
475,1,30,2,5,80,115,1.5
476,1,30,2,5,80,115,2
477,1,30,2,5,110,20,1
478,1,30,2,5,110,20,1.5
479,1,30,2,5,110,20,2
480,1,30,2,5,110,67.5,1
481,1,30,2,5,110,67.5,1.5
482,1,30,2,5,110,67.5,2
483,1,30,2,5,110,115,1
484,1,30,2,5,110,115,1.5
485,1,30,2,5,110,115,2
486,1,40,1,1,50,20,1
487,1,40,1,1,50,20,1.5
488,1,40,1,1,50,20,2
489,1,40,1,1,50,67.5,1
490,1,40,1,1,50,67.5,1.5
491,1,40,1,1,50,67.5,2
492,1,40,1,1,50,115,1
493,1,40,1,1,50,115,1.5
494,1,40,1,1,50,115,2
495,1,40,1,1,80,20,1
496,1,40,1,1,80,20,1.5
497,1,40,1,1,80,20,2
498,1,40,1,1,80,67.5,1
499,1,40,1,1,80,67.5,1.5
500,1,40,1,1,80,67.5,2
501,1,40,1,1,80,115,1
502,1,40,1,1,80,115,1.5
503,1,40,1,1,80,115,2
504,1,40,1,1,110,20,1
505,1,40,1,1,110,20,1.5
506,1,40,1,1,110,20,2
507,1,40,1,1,110,67.5,1
508,1,40,1,1,110,67.5,1.5
509,1,40,1,1,110,67.5,2
510,1,40,1,1,110,115,1
511,1,40,1,1,110,115,1.5
512,1,40,1,1,110,115,2
513,1,40,1,3,50,20,1
514,1,40,1,3,50,20,1.5
515,1,40,1,3,50,20,2
516,1,40,1,3,50,67.5,1
517,1,40,1,3,50,67.5,1.5
518,1,40,1,3,50,67.5,2
519,1,40,1,3,50,115,1
520,1,40,1,3,50,115,1.5
521,1,40,1,3,50,115,2
522,1,40,1,3,80,20,1
523,1,40,1,3,80,20,1.5
524,1,40,1,3,80,20,2
525,1,40,1,3,80,67.5,1
526,1,40,1,3,80,67.5,1.5
527,1,40,1,3,80,67.5,2
528,1,40,1,3,80,115,1
529,1,40,1,3,80,115,1.5
530,1,40,1,3,80,115,2
531,1,40,1,3,110,20,1
532,1,40,1,3,110,20,1.5
533,1,40,1,3,110,20,2
534,1,40,1,3,110,67.5,1
535,1,40,1,3,110,67.5,1.5
536,1,40,1,3,110,67.5,2
537,1,40,1,3,110,115,1
538,1,40,1,3,110,115,1.5
539,1,40,1,3,110,115,2
540,1,40,1,5,50,20,1
541,1,40,1,5,50,20,1.5
542,1,40,1,5,50,20,2
543,1,40,1,5,50,67.5,1
544,1,40,1,5,50,67.5,1.5
545,1,40,1,5,50,67.5,2
546,1,40,1,5,50,115,1
547,1,40,1,5,50,115,1.5
548,1,40,1,5,50,115,2
549,1,40,1,5,80,20,1
550,1,40,1,5,80,20,1.5
551,1,40,1,5,80,20,2
552,1,40,1,5,80,67.5,1
553,1,40,1,5,80,67.5,1.5
554,1,40,1,5,80,67.5,2
555,1,40,1,5,80,115,1
556,1,40,1,5,80,115,1.5
557,1,40,1,5,80,115,2
558,1,40,1,5,110,20,1
559,1,40,1,5,110,20,1.5
560,1,40,1,5,110,20,2
561,1,40,1,5,110,67.5,1
562,1,40,1,5,110,67.5,1.5
563,1,40,1,5,110,67.5,2
564,1,40,1,5,110,115,1
565,1,40,1,5,110,115,1.5
566,1,40,1,5,110,115,2
567,1,40,1.5,1,50,20,1
568,1,40,1.5,1,50,20,1.5
569,1,40,1.5,1,50,20,2
570,1,40,1.5,1,50,67.5,1
571,1,40,1.5,1,50,67.5,1.5
572,1,40,1.5,1,50,67.5,2
573,1,40,1.5,1,50,115,1
574,1,40,1.5,1,50,115,1.5
575,1,40,1.5,1,50,115,2
576,1,40,1.5,1,80,20,1
577,1,40,1.5,1,80,20,1.5
578,1,40,1.5,1,80,20,2
579,1,40,1.5,1,80,67.5,1
580,1,40,1.5,1,80,67.5,1.5
581,1,40,1.5,1,80,67.5,2
582,1,40,1.5,1,80,115,1
583,1,40,1.5,1,80,115,1.5
584,1,40,1.5,1,80,115,2
585,1,40,1.5,1,110,20,1
586,1,40,1.5,1,110,20,1.5
587,1,40,1.5,1,110,20,2
588,1,40,1.5,1,110,67.5,1
589,1,40,1.5,1,110,67.5,1.5
590,1,40,1.5,1,110,67.5,2
591,1,40,1.5,1,110,115,1
592,1,40,1.5,1,110,115,1.5
593,1,40,1.5,1,110,115,2
594,1,40,1.5,3,50,20,1
595,1,40,1.5,3,50,20,1.5
596,1,40,1.5,3,50,20,2
597,1,40,1.5,3,50,67.5,1
598,1,40,1.5,3,50,67.5,1.5
599,1,40,1.5,3,50,67.5,2
600,1,40,1.5,3,50,115,1
601,1,40,1.5,3,50,115,1.5
602,1,40,1.5,3,50,115,2
603,1,40,1.5,3,80,20,1
604,1,40,1.5,3,80,20,1.5
605,1,40,1.5,3,80,20,2
606,1,40,1.5,3,80,67.5,1
607,1,40,1.5,3,80,67.5,1.5
608,1,40,1.5,3,80,67.5,2
609,1,40,1.5,3,80,115,1
610,1,40,1.5,3,80,115,1.5
611,1,40,1.5,3,80,115,2
612,1,40,1.5,3,110,20,1
613,1,40,1.5,3,110,20,1.5
614,1,40,1.5,3,110,20,2
615,1,40,1.5,3,110,67.5,1
616,1,40,1.5,3,110,67.5,1.5
617,1,40,1.5,3,110,67.5,2
618,1,40,1.5,3,110,115,1
619,1,40,1.5,3,110,115,1.5
620,1,40,1.5,3,110,115,2
621,1,40,1.5,5,50,20,1
622,1,40,1.5,5,50,20,1.5
623,1,40,1.5,5,50,20,2
624,1,40,1.5,5,50,67.5,1
625,1,40,1.5,5,50,67.5,1.5
626,1,40,1.5,5,50,67.5,2
627,1,40,1.5,5,50,115,1
628,1,40,1.5,5,50,115,1.5
629,1,40,1.5,5,50,115,2
630,1,40,1.5,5,80,20,1
631,1,40,1.5,5,80,20,1.5
632,1,40,1.5,5,80,20,2
633,1,40,1.5,5,80,67.5,1
634,1,40,1.5,5,80,67.5,1.5
635,1,40,1.5,5,80,67.5,2
636,1,40,1.5,5,80,115,1
637,1,40,1.5,5,80,115,1.5
638,1,40,1.5,5,80,115,2
639,1,40,1.5,5,110,20,1
640,1,40,1.5,5,110,20,1.5
641,1,40,1.5,5,110,20,2
642,1,40,1.5,5,110,67.5,1
643,1,40,1.5,5,110,67.5,1.5
644,1,40,1.5,5,110,67.5,2
645,1,40,1.5,5,110,115,1
646,1,40,1.5,5,110,115,1.5
647,1,40,1.5,5,110,115,2
648,1,40,2,1,50,20,1
649,1,40,2,1,50,20,1.5
650,1,40,2,1,50,20,2
651,1,40,2,1,50,67.5,1
652,1,40,2,1,50,67.5,1.5
653,1,40,2,1,50,67.5,2
654,1,40,2,1,50,115,1
655,1,40,2,1,50,115,1.5
656,1,40,2,1,50,115,2
657,1,40,2,1,80,20,1
658,1,40,2,1,80,20,1.5
659,1,40,2,1,80,20,2
660,1,40,2,1,80,67.5,1
661,1,40,2,1,80,67.5,1.5
662,1,40,2,1,80,67.5,2
663,1,40,2,1,80,115,1
664,1,40,2,1,80,115,1.5
665,1,40,2,1,80,115,2
666,1,40,2,1,110,20,1
667,1,40,2,1,110,20,1.5
668,1,40,2,1,110,20,2
669,1,40,2,1,110,67.5,1
670,1,40,2,1,110,67.5,1.5
671,1,40,2,1,110,67.5,2
672,1,40,2,1,110,115,1
673,1,40,2,1,110,115,1.5
674,1,40,2,1,110,115,2
675,1,40,2,3,50,20,1
676,1,40,2,3,50,20,1.5
677,1,40,2,3,50,20,2
678,1,40,2,3,50,67.5,1
679,1,40,2,3,50,67.5,1.5
680,1,40,2,3,50,67.5,2
681,1,40,2,3,50,115,1
682,1,40,2,3,50,115,1.5
683,1,40,2,3,50,115,2
684,1,40,2,3,80,20,1
685,1,40,2,3,80,20,1.5
686,1,40,2,3,80,20,2
687,1,40,2,3,80,67.5,1
688,1,40,2,3,80,67.5,1.5
689,1,40,2,3,80,67.5,2
690,1,40,2,3,80,115,1
691,1,40,2,3,80,115,1.5
692,1,40,2,3,80,115,2
693,1,40,2,3,110,20,1
694,1,40,2,3,110,20,1.5
695,1,40,2,3,110,20,2
696,1,40,2,3,110,67.5,1
697,1,40,2,3,110,67.5,1.5
698,1,40,2,3,110,67.5,2
699,1,40,2,3,110,115,1
700,1,40,2,3,110,115,1.5
701,1,40,2,3,110,115,2
702,1,40,2,5,50,20,1
703,1,40,2,5,50,20,1.5
704,1,40,2,5,50,20,2
705,1,40,2,5,50,67.5,1
706,1,40,2,5,50,67.5,1.5
707,1,40,2,5,50,67.5,2
708,1,40,2,5,50,115,1
709,1,40,2,5,50,115,1.5
710,1,40,2,5,50,115,2
711,1,40,2,5,80,20,1
712,1,40,2,5,80,20,1.5
713,1,40,2,5,80,20,2
714,1,40,2,5,80,67.5,1
715,1,40,2,5,80,67.5,1.5
716,1,40,2,5,80,67.5,2
717,1,40,2,5,80,115,1
718,1,40,2,5,80,115,1.5
719,1,40,2,5,80,115,2
720,1,40,2,5,110,20,1
721,1,40,2,5,110,20,1.5
722,1,40,2,5,110,20,2
723,1,40,2,5,110,67.5,1
724,1,40,2,5,110,67.5,1.5
725,1,40,2,5,110,67.5,2
726,1,40,2,5,110,115,1
727,1,40,2,5,110,115,1.5
728,1,40,2,5,110,115,2
729,5,20,1,1,50,20,1
730,5,20,1,1,50,20,1.5
731,5,20,1,1,50,20,2
732,5,20,1,1,50,67.5,1
733,5,20,1,1,50,67.5,1.5
734,5,20,1,1,50,67.5,2
735,5,20,1,1,50,115,1
736,5,20,1,1,50,115,1.5
737,5,20,1,1,50,115,2
738,5,20,1,1,80,20,1
739,5,20,1,1,80,20,1.5
740,5,20,1,1,80,20,2
741,5,20,1,1,80,67.5,1
742,5,20,1,1,80,67.5,1.5
743,5,20,1,1,80,67.5,2
744,5,20,1,1,80,115,1
745,5,20,1,1,80,115,1.5
746,5,20,1,1,80,115,2
747,5,20,1,1,110,20,1
748,5,20,1,1,110,20,1.5
749,5,20,1,1,110,20,2
750,5,20,1,1,110,67.5,1
751,5,20,1,1,110,67.5,1.5
752,5,20,1,1,110,67.5,2
753,5,20,1,1,110,115,1
754,5,20,1,1,110,115,1.5
755,5,20,1,1,110,115,2
756,5,20,1,3,50,20,1
757,5,20,1,3,50,20,1.5
758,5,20,1,3,50,20,2
759,5,20,1,3,50,67.5,1
760,5,20,1,3,50,67.5,1.5
761,5,20,1,3,50,67.5,2
762,5,20,1,3,50,115,1
763,5,20,1,3,50,115,1.5
764,5,20,1,3,50,115,2
765,5,20,1,3,80,20,1
766,5,20,1,3,80,20,1.5
767,5,20,1,3,80,20,2
768,5,20,1,3,80,67.5,1
769,5,20,1,3,80,67.5,1.5
770,5,20,1,3,80,67.5,2
771,5,20,1,3,80,115,1
772,5,20,1,3,80,115,1.5
773,5,20,1,3,80,115,2
