Mode 1,Mode 2,Mode 3,Mode 4
0.1981353472371533,0.6355678563383002,-0.7723132611670532,1.0
0.44504085142980004,0.9999999999999999,-0.2683482031184858,-0.9367510021755505
0.7533057407009245,0.44694268335854276,1.0,0.473484094249277
1.0,-0.6493794183589182,-0.3440310769517513,-0.09867623276811159
