Time,GM1,GM2,GM3,GM4,GM5,GM6,GM7,GM8,GM9,GM10,GM11,GM12,GM13,GM14,GM15,GM16,GM17,GM18,GM19,GM20,GM21,GM22,GM23,GM24,GM25,GM26,GM27,GM28,GM29,GM30,GM31,GM32,GM33,GM34,GM35,GM36,GM37,GM38,GM39,GM40,GM41,GM42,GM43,GM44
1.71,0.29134,0.3032,0.25924,0.16957,0.17929,0.15335,0.18957,0.34886,0.27607,0.50758,0.29473,0.14746,0.15971,0.24735,0.13387,0.21955,0.14755,0.29097,0.064178,0.14771,0.30547,0.14385,0.13587,0.22105,0.31153,0.16325,0.10367,0.29056,0.12209,0.36359,0.16809,0.25603,0.15507,0.19137,0.16831,0.095899,0.11475,0.18294,0.10933,0.16206,0.2068,0.11899,0.13503,0.10458
1.72,0.28233,0.29795,0.25901,0.16859,0.18235,0.15534,0.18522,0.34288,0.27609,0.48534,0.29573,0.14736,0.1552,0.24335,0.13425,0.21457,0.14786,0.29108,0.063076,0.14742,0.29886,0.1422,0.13494,0.21748,0.29909,0.16046,0.10086,0.28929,0.12133,0.36064,0.1678,0.25696,0.15504,0.19151,0.16589,0.09341,0.1167,0.1788,0.10871,0.16147,0.20032,0.12101,0.1327,0.10329
1.73,0.27326,0.2936,0.25873,0.16748,0.18497,0.15732,0.1806,0.33692,0.27543,0.46212,0.29648,0.14719,0.15099,0.23883,0.13458,0.20961,0.14805,0.29107,0.061924,0.14691,0.29216,0.14009,0.13393,0.21347,0.28661,0.15752,0.098027,0.28792,0.12075,0.35777,0.16771,0.25825,0.15511,0.19169,0.16335,0.091519,0.11852,0.17454,0.10807,0.16075,0.19437,0.12264,0.13041,0.10205
1.74,0.26398,0.28901,0.25835,0.1662,0.18719,0.15929,0.17576,0.33104,0.27375,0.44181,0.29698,0.14696,0.1471,0.23369,0.13487,0.2047,0.14819,0.29093,0.060725,0.14622,0.28544,0.13776,0.13286,0.20905,0.27508,0.15443,0.095189,0.28646,0.12035,0.35483,0.16776,0.25988,0.15525,0.1919,0.16071,0.089623,0.12013,0.17026,0.10741,0.15986,0.18892,0.12388,0.12815,0.10085
1.75,0.25479,0.28411,0.25784,0.16486,0.18912,0.16303,0.17144,0.32517,0.27085,0.42207,0.29722,0.14664,0.14368,0.22804,0.13505,0.19983,0.14831,0.29066,0.059486,0.14544,0.27887,0.135,0.13174,0.20426,0.26789,0.15124,0.092336,0.28489,0.12011,0.3519,0.16791,0.26182,0.15546,0.19214,0.1581,0.087677,0.12149,0.16607,0.10676,0.15878,0.18397,0.12472,0.12593,0.099687
1.76,0.24551,0.27891,0.25728,0.16338,0.19087,0.16703,0.17103,0.32266,0.26671,0.40208,0.29722,0.14624,0.14067,0.22187,0.13515,0.19503,0.14851,0.29026,0.058211,0.14473,0.27256,0.13218,0.13057,0.19917,0.26049,0.14793,0.089487,0.28319,0.12002,0.34867,0.16814,0.26402,0.15574,0.19246,0.15557,0.085691,0.12255,0.16551,0.10612,0.1575,0.17952,0.12515,0.12374,0.098559
1.77,0.2364,0.27357,0.25663,0.16187,0.1926,0.17079,0.17011,0.31968,0.26143,0.38885,0.29697,0.14576,0.13807,0.21684,0.13514,0.19032,0.14885,0.28973,0.056905,0.14442,0.26633,0.12905,0.12935,0.19385,0.25293,0.14456,0.086653,0.28138,0.12005,0.34573,0.16839,0.26645,0.15602,0.19279,0.15326,0.083995,0.12329,0.16511,0.10572,0.15601,0.17556,0.1289,0.12161,0.097464
1.78,0.22736,0.26791,0.25589,0.16026,0.19428,0.17429,0.16873,0.31876,0.25535,0.38085,0.29647,0.14518,0.13589,0.21158,0.13513,0.18573,0.1494,0.28909,0.055576,0.14403,0.26023,0.12587,0.12808,0.18838,0.24522,0.14111,0.083834,0.27946,0.12028,0.34237,0.16863,0.26905,0.1563,0.19313,0.15135,0.082285,0.12369,0.16455,0.10576,0.15432,0.17204,0.13483,0.11952,0.0964
1.79,0.2185,0.26214,0.25511,0.15859,0.19572,0.17752,0.16696,0.31923,0.24957,0.37205,0.29574,0.1445,0.134,0.20572,0.13502,0.18128,0.15019,0.28834,0.054231,0.14344,0.25429,0.12256,0.12679,0.18313,0.2374,0.13761,0.08105,0.27745,0.12064,0.33915,0.16902,0.27176,0.15655,0.19345,0.14942,0.080563,0.12375,0.1639,0.10579,0.15241,0.16894,0.14061,0.11746,0.095365
1.8,0.20991,0.25622,0.25436,0.15687,0.19683,0.18055,0.1649,0.31844,0.24464,0.36239,0.29479,0.14372,0.13237,0.20461,0.13483,0.17698,0.15116,0.2875,0.052871,0.14262,0.24854,0.1204,0.12548,0.17847,0.22949,0.1341,0.0783,0.27534,0.12106,0.33584,0.16982,0.27453,0.15676,0.19376,0.14747,0.07883,0.12344,0.16325,0.1058,0.15031,0.16623,0.14613,0.11544,0.094357
1.81,0.20156,0.25009,0.25377,0.15513,0.19749,0.18332,0.16262,0.31638,0.23959,0.3519,0.29362,0.14286,0.13094,0.20309,0.13454,0.17378,0.15225,0.28658,0.051502,0.14159,0.24302,0.11967,0.12412,0.17353,0.22154,0.13055,0.076192,0.27389,0.12154,0.33259,0.17048,0.27729,0.15694,0.19412,0.14559,0.077089,0.12277,0.16268,0.10579,0.14903,0.16394,0.15133,0.11445,0.093376
1.82,0.1935,0.24394,0.25351,0.15337,0.19768,0.18592,0.16019,0.31325,0.23439,0.34047,0.29225,0.14188,0.12959,0.20132,0.1342,0.17131,0.15343,0.28559,0.05013,0.14037,0.23774,0.11905,0.12268,0.16984,0.21356,0.12698,0.074657,0.27446,0.12204,0.32972,0.17098,0.28,0.15709,0.19444,0.14373,0.075343,0.12174,0.16226,0.10577,0.14802,0.16199,0.15615,0.11389,0.092421
1.83,0.18581,0.2377,0.25348,0.1516,0.19739,0.18832,0.15766,0.30893,0.2289,0.33356,0.29068,0.14082,0.12831,0.19916,0.13383,0.16851,0.15468,0.28455,0.048761,0.13895,0.23271,0.11849,0.12116,0.16793,0.20558,0.12346,0.073137,0.27482,0.12255,0.32798,0.1713,0.28261,0.15716,0.19471,0.14194,0.073593,0.12037,0.16205,0.10574,0.14691,0.16034,0.16056,0.11325,0.091489
1.84,0.17852,0.23135,0.25357,0.14983,0.19658,0.19052,0.15509,0.30352,0.2231,0.33287,0.28893,0.13967,0.12701,0.19671,0.13337,0.16543,0.15665,0.28347,0.04849,0.13737,0.22799,0.11807,0.11955,0.16592,0.19762,0.11994,0.071657,0.27497,0.12304,0.32643,0.17144,0.28508,0.15715,0.19497,0.14017,0.071842,0.11866,0.16213,0.10573,0.14712,0.159,0.16453,0.11252,0.09058
1.85,0.17164,0.22501,0.25367,0.14807,0.19528,0.19258,0.15248,0.2971,0.21691,0.33133,0.28701,0.1384,0.12566,0.19398,0.13283,0.16206,0.16179,0.28237,0.049662,0.13565,0.22358,0.11766,0.11784,0.16388,0.1897,0.11645,0.070223,0.27494,0.12348,0.32509,0.1714,0.28737,0.1571,0.19523,0.1385,0.070091,0.11659,0.16253,0.10575,0.14705,0.15793,0.16803,0.11176,0.089697
1.86,0.1652,0.21871,0.25376,0.14634,0.1935,0.19452,0.14975,0.28975,0.21352,0.32878,0.28494,0.13708,0.12428,0.19092,0.13221,0.15856,0.16668,0.28125,0.050764,0.13384,0.21939,0.11718,0.11603,0.1618,0.18683,0.113,0.068834,0.27476,0.12387,0.3239,0.17117,0.28945,0.15695,0.19542,0.13682,0.068344,0.11412,0.1633,0.10582,0.14674,0.15709,0.17106,0.11092,0.08884
1.87,0.15921,0.21238,0.25382,0.14466,0.19132,0.19631,0.14695,0.28152,0.21007,0.32512,0.28271,0.13565,0.12282,0.1877,0.13159,0.15829,0.17131,0.28013,0.051787,0.13194,0.21541,0.11677,0.11413,0.15946,0.18478,0.10961,0.067505,0.27445,0.12417,0.32267,0.17077,0.29129,0.15673,0.19558,0.13512,0.066603,0.11148,0.16443,0.10595,0.14625,0.15644,0.17362,0.11001,0.088002
1.88,0.1537,0.20607,0.25384,0.14303,0.1887,0.19791,0.14409,0.27509,0.20822,0.32033,0.28035,0.13414,0.12135,0.18422,0.1309,0.15774,0.17569,0.27902,0.052731,0.12995,0.21164,0.11621,0.11212,0.15685,0.18266,0.10628,0.066242,0.27409,0.12438,0.32147,0.17022,0.29287,0.15643,0.19572,0.13341,0.064869,0.10902,0.16595,0.10615,0.1456,0.15597,0.17573,0.10907,0.087183
1.89,0.1487,0.19987,0.25382,0.14144,0.18564,0.19928,0.14116,0.27309,0.20883,0.31439,0.27788,0.13256,0.1239,0.18052,0.13015,0.15694,0.17982,0.27791,0.05358,0.12786,0.20804,0.11556,0.10999,0.15398,0.18047,0.10302,0.065779,0.27373,0.12467,0.32053,0.16953,0.29415,0.15607,0.19579,0.13172,0.063145,0.10717,0.16782,0.10644,0.14485,0.15565,0.18095,0.10806,0.086381
1.9,0.1442,0.19375,0.25374,0.13989,0.1822,0.20041,0.13822,0.27094,0.2089,0.30729,0.27531,0.13091,0.12684,0.17665,0.12932,0.1559,0.1837,0.27682,0.054339,0.12569,0.20461,0.11479,0.10776,0.15091,0.17823,0.10035,0.065398,0.27331,0.12485,0.3237,0.16871,0.29512,0.15563,0.19588,0.1301,0.061433,0.10566,0.17003,0.10681,0.14407,0.15547,0.18648,0.107,0.085596
1.91,0.14018,0.18772,0.25363,0.1384,0.17906,0.20126,0.13527,0.26867,0.20848,0.29912,0.27264,0.1292,0.12991,0.17267,0.12849,0.15462,0.18735,0.27572,0.055002,0.12345,0.20133,0.11382,0.10541,0.14764,0.17684,0.10173,0.06501,0.2728,0.1249,0.3271,0.16776,0.29577,0.15516,0.19702,0.12848,0.059734,0.10392,0.17252,0.10724,0.14328,0.1554,0.19163,0.10591,0.084827
1.92,0.13664,0.18178,0.25346,0.13696,0.17907,0.20182,0.1323,0.26626,0.2076,0.29001,0.2699,0.12741,0.13308,0.16859,0.12762,0.15311,0.19078,0.27461,0.055574,0.12114,0.19817,0.11277,0.10296,0.14418,0.17622,0.10297,0.064615,0.27218,0.12478,0.33035,0.16669,0.2961,0.15464,0.19835,0.12685,0.058052,0.10201,0.17526,0.10773,0.14252,0.15541,0.19635,0.10476,0.084073
1.93,0.13357,0.17596,0.2532,0.13561,0.1789,0.2021,0.12937,0.26372,0.20637,0.28663,0.26708,0.12558,0.1363,0.16787,0.12669,0.15137,0.19401,0.27347,0.056063,0.11878,0.19514,0.1115,0.10042,0.14265,0.17538,0.10399,0.064216,0.27142,0.12449,0.33368,0.1655,0.29611,0.15654,0.19961,0.12522,0.056388,0.099988,0.17819,0.10825,0.14183,0.15548,0.20064,0.10358,0.083334
1.94,0.131,0.1703,0.25286,0.1343,0.17861,0.20208,0.12642,0.26103,0.20498,0.28859,0.26421,0.1242,0.13953,0.16815,0.12571,0.14941,0.19704,0.27227,0.056489,0.11638,0.1922,0.1101,0.097773,0.14127,0.17425,0.10477,0.063817,0.27052,0.12402,0.33679,0.16418,0.29581,0.15839,0.20071,0.12359,0.055119,0.097885,0.18127,0.10877,0.14127,0.1556,0.20449,0.10238,0.082609
1.95,0.12886,0.16483,0.25246,0.13305,0.17822,0.20177,0.12346,0.25819,0.20363,0.29117,0.2613,0.12396,0.14275,0.16852,0.12579,0.14725,0.1999,0.27102,0.056858,0.11395,0.18937,0.10857,0.09505,0.13994,0.17277,0.10529,0.063413,0.26944,0.12498,0.33947,0.16277,0.29524,0.16015,0.20177,0.12197,0.055333,0.095804,0.18443,0.10927,0.14083,0.15576,0.20791,0.10112,0.081898
1.96,0.12711,0.15951,0.25192,0.13183,0.17768,0.20117,0.1205,0.25522,0.20252,0.29325,0.25835,0.12371,0.14596,0.16996,0.12805,0.14488,0.20257,0.26968,0.057174,0.11152,0.18661,0.10807,0.092263,0.13866,0.1709,0.10552,0.063003,0.26821,0.12604,0.34202,0.16126,0.29443,0.1618,0.20269,0.12036,0.05552,0.093699,0.18763,0.1097,0.14052,0.15592,0.21091,0.099837,0.081199
1.97,0.12575,0.15436,0.25137,0.13067,0.17709,0.20028,0.11753,0.25212,0.20183,0.29424,0.25536,0.12342,0.14907,0.1715,0.13003,0.14232,0.20507,0.26825,0.05743,0.10943,0.18394,0.10805,0.089438,0.13741,0.16861,0.10546,0.062797,0.26682,0.12697,0.3441,0.1597,0.29345,0.16341,0.20351,0.11876,0.055719,0.091476,0.19082,0.11004,0.14036,0.1561,0.21353,0.09854,0.080514
1.98,0.12477,0.1494,0.25063,0.12956,0.17636,0.19913,0.11458,0.24891,0.20172,0.29418,0.25235,0.12312,0.15206,0.17293,0.13165,0.13958,0.20737,0.26672,0.057617,0.10756,0.18134,0.10794,0.086603,0.1362,0.16587,0.1051,0.063814,0.26527,0.12884,0.34583,0.15808,0.29228,0.16488,0.20427,0.11718,0.05589,0.089113,0.19397,0.11026,0.14032,0.15629,0.21582,0.097205,0.079844
1.99,0.12409,0.14462,0.24989,0.12847,0.17556,0.1977,0.11163,0.24562,0.20368,0.29325,0.24932,0.12279,0.15497,0.17425,0.13282,0.13667,0.20949,0.26509,0.057727,0.10569,0.17881,0.1085,0.083786,0.13502,0.16267,0.10447,0.064633,0.2636,0.13073,0.34752,0.15644,0.29093,0.1663,0.20497,0.11562,0.056032,0.086621,0.19703,0.11032,0.14039,0.15702,0.21778,0.095839,0.07919
2,0.12369,0.14005,0.24898,0.12739,0.17467,0.19603,0.10866,0.24222,0.20616,0.29162,0.24626,0.12245,0.15773,0.17542,0.1335,0.13359,0.21141,0.26335,0.057757,0.10382,0.17636,0.10988,0.081012,0.13388,0.15902,0.10355,0.065276,0.26179,0.13265,0.34859,0.15479,0.28942,0.16759,0.2056,0.11415,0.056145,0.085279,0.19998,0.11019,0.14059,0.158,0.21946,0.094471,0.078547
2.01,0.12354,0.13568,0.24805,0.12637,0.17369,0.19411,0.10574,0.23875,0.21019,0.28949,0.24319,0.12208,0.16031,0.17654,0.13364,0.13039,0.21312,0.26149,0.057712,0.10197,0.17404,0.11105,0.078306,0.13276,0.15734,0.10381,0.065756,0.25986,0.13446,0.34933,0.15314,0.28774,0.1688,0.20617,0.11269,0.05623,0.085843,0.20278,0.10986,0.14086,0.15876,0.22089,0.093074,0.077915
2.02,0.1236,0.13152,0.24698,0.12535,0.17265,0.19196,0.1028,0.23521,0.2144,0.28755,0.24012,0.12171,0.16276,0.17752,0.13394,0.12707,0.21463,0.25951,0.057594,0.10016,0.17179,0.11188,0.075689,0.13165,0.15591,0.10464,0.066085,0.25785,0.13616,0.34946,0.15151,0.2859,0.16991,0.2067,0.11126,0.056288,0.08619,0.20543,0.10935,0.14117,0.15931,0.22209,0.091653,0.077294
2.03,0.12387,0.12758,0.24585,0.12432,0.1715,0.18961,0.10251,0.23158,0.21798,0.28553,0.23707,0.12132,0.16497,0.17836,0.13449,0.12362,0.21593,0.25743,0.057404,0.098402,0.16962,0.11235,0.073176,0.13056,0.15442,0.10517,0.066283,0.25575,0.13772,0.34927,0.14992,0.2839,0.17092,0.20718,0.10986,0.056318,0.086318,0.20789,0.10868,0.1415,0.15968,0.22314,0.090233,0.076683
2.04,0.12428,0.12384,0.24462,0.12334,0.17033,0.18707,0.10449,0.22784,0.22071,0.28328,0.23407,0.12092,0.16705,0.17916,0.1344,0.12006,0.21703,0.25524,0.057153,0.096715,0.16752,0.1125,0.070782,0.12949,0.1529,0.1054,0.066364,0.25359,0.13931,0.34864,0.14838,0.28176,0.17184,0.20761,0.10847,0.056322,0.086233,0.21017,0.10784,0.14182,0.1599,0.22403,0.088788,0.076082
2.05,0.12481,0.12031,0.24329,0.12235,0.16905,0.1844,0.10617,0.22406,0.22235,0.28094,0.23121,0.12052,0.16886,0.17981,0.13434,0.1164,0.21795,0.25295,0.05684,0.095108,0.16551,0.11231,0.068514,0.12842,0.15135,0.10533,0.066349,0.25139,0.14083,0.34765,0.14689,0.27953,0.1727,0.20795,0.10712,0.056301,0.085944,0.21225,0.1068,0.14212,0.15997,0.22479,0.087337,0.075491
2.06,0.12542,0.117,0.24193,0.12135,0.16776,0.18159,0.10753,0.22023,0.22282,0.27857,0.22892,0.12012,0.17052,0.18033,0.13562,0.11267,0.21869,0.25058,0.056474,0.09359,0.16358,0.11173,0.06687,0.12736,0.14975,0.10498,0.066253,0.24917,0.14243,0.34655,0.14547,0.27719,0.17348,0.20818,0.10579,0.056254,0.085461,0.21413,0.10563,0.14234,0.15985,0.22545,0.085878,0.07491
2.07,0.1261,0.11389,0.24041,0.12036,0.16636,0.17865,0.10856,0.21632,0.22225,0.27629,0.227,0.11972,0.1719,0.1808,0.13683,0.10889,0.21928,0.24811,0.056061,0.092174,0.16173,0.11084,0.065737,0.12629,0.14813,0.10434,0.066098,0.24695,0.14397,0.34532,0.14412,0.27479,0.17423,0.20827,0.10449,0.056182,0.084794,0.21579,0.10438,0.14246,0.15952,0.22603,0.084409,0.074338
2.08,0.12681,0.11099,0.23891,0.11937,0.16496,0.17561,0.10928,0.21239,0.22075,0.27406,0.22518,0.11933,0.17312,0.18116,0.13796,0.10851,0.2197,0.24558,0.055601,0.090867,0.15997,0.10973,0.064612,0.12523,0.14648,0.10344,0.065911,0.24478,0.14551,0.34363,0.14285,0.27233,0.175,0.20829,0.10322,0.056087,0.083951,0.21721,0.10302,0.14247,0.15898,0.2265,0.08294,0.073776
2.09,0.12753,0.10832,0.23728,0.11838,0.16347,0.17243,0.10973,0.20843,0.21859,0.27186,0.22337,0.11895,0.17586,0.18139,0.13901,0.10857,0.21997,0.24298,0.055113,0.08968,0.15831,0.10842,0.063505,0.12417,0.1448,0.1023,0.065699,0.24268,0.14697,0.34171,0.14166,0.26986,0.17583,0.20815,0.10198,0.055969,0.082938,0.21837,0.10318,0.14235,0.15822,0.22684,0.081469,0.073222
2.1,0.12824,0.10584,0.23559,0.11737,0.16197,0.16915,0.10988,0.20494,0.2161,0.2697,0.22155,0.11858,0.17856,0.18153,0.13998,0.10862,0.22011,0.24035,0.054591,0.088617,0.15672,0.10695,0.062423,0.12311,0.14373,0.10093,0.06545,0.24064,0.14838,0.33917,0.14056,0.26738,0.17726,0.20788,0.10077,0.055829,0.082834,0.21925,0.10333,0.14207,0.15717,0.22706,0.079999,0.072677
2.11,0.12893,0.10355,0.23404,0.11636,0.16039,0.16572,0.10981,0.20349,0.21354,0.26759,0.21968,0.11821,0.18094,0.18162,0.14088,0.10866,0.22011,0.23768,0.054043,0.087693,0.15523,0.10524,0.061481,0.12206,0.14296,0.099361,0.065146,0.23863,0.14974,0.33654,0.13955,0.26493,0.17848,0.20755,0.099589,0.055667,0.083546,0.21987,0.1032,0.14163,0.1558,0.22716,0.078543,0.072141
2.12,0.1296,0.10266,0.23348,0.11535,0.15882,0.16217,0.10956,0.20197,0.2111,0.26542,0.21776,0.11785,0.18306,0.18158,0.14169,0.10872,0.21999,0.235,0.053481,0.086905,0.15382,0.10338,0.061083,0.121,0.14199,0.097606,0.064771,0.23663,0.15107,0.33324,0.13879,0.26251,0.17956,0.20709,0.098442,0.055486,0.084026,0.22023,0.10283,0.14102,0.15468,0.22715,0.077198,0.071617
2.13,0.13021,0.10192,0.23268,0.11433,0.15716,0.15851,0.10917,0.2004,0.20889,0.2632,0.2158,0.11749,0.18491,0.18144,0.14241,0.10876,0.21973,0.23231,0.052908,0.086256,0.15249,0.10132,0.060676,0.11995,0.14084,0.09569,0.064322,0.2346,0.15402,0.3299,0.13852,0.26015,0.18044,0.20654,0.097326,0.055285,0.08574,0.22035,0.10223,0.14022,0.15419,0.22704,0.075883,0.071104
2.14,0.13075,0.10129,0.23168,0.1133,0.15553,0.15474,0.10863,0.19871,0.20693,0.26096,0.21379,0.11714,0.18646,0.18123,0.14304,0.10877,0.21934,0.22962,0.052327,0.085748,0.15125,0.099196,0.060276,0.11891,0.1395,0.093635,0.063808,0.23253,0.1568,0.32607,0.13835,0.25785,0.18121,0.20587,0.096241,0.055065,0.089196,0.22025,0.10145,0.13927,0.15362,0.22684,0.074578,0.070598
2.15,0.1312,0.10078,0.23047,0.11226,0.15381,0.15088,0.10821,0.197,0.20515,0.2586,0.21173,0.11678,0.18774,0.18096,0.1437,0.10876,0.21879,0.22693,0.051743,0.085379,0.15007,0.096917,0.059903,0.11788,0.13797,0.091464,0.06324,0.2304,0.15941,0.32214,0.13823,0.25564,0.18183,0.20514,0.095187,0.054828,0.092518,0.21994,0.10047,0.13812,0.153,0.22653,0.073282,0.0701
2.16,0.13155,0.10038,0.2291,0.11122,0.15213,0.14693,0.1091,0.19523,0.20343,0.25613,0.20961,0.11643,0.18879,0.18059,0.14509,0.10873,0.2181,0.22425,0.051164,0.085146,0.14896,0.094658,0.05956,0.11686,0.13627,0.0892,0.062633,0.22821,0.16193,0.31791,0.13819,0.25351,0.18231,0.20433,0.094163,0.054574,0.095686,0.21942,0.099297,0.1368,0.15234,0.22609,0.072666,0.069609
2.17,0.13185,0.10004,0.2276,0.11019,0.15037,0.14294,0.10977,0.19338,0.20165,0.25362,0.20746,0.11607,0.18963,0.18011,0.1464,0.10867,0.21725,0.22157,0.050597,0.085046,0.14792,0.092373,0.059219,0.11585,0.1344,0.086871,0.061992,0.22596,0.1642,0.31367,0.1382,0.25147,0.18267,0.20349,0.094183,0.054304,0.098689,0.21872,0.097932,0.13532,0.1516,0.22552,0.072568,0.069125
2.18,0.13203,0.099778,0.22601,0.10918,0.14865,0.1389,0.11022,0.19145,0.19971,0.25098,0.20525,0.11571,0.19031,0.17958,0.14766,0.10857,0.21625,0.21888,0.050044,0.085071,0.14693,0.090077,0.058875,0.11487,0.13238,0.08449,0.061313,0.22394,0.16629,0.3092,0.13827,0.24952,0.18292,0.20272,0.094541,0.054019,0.10152,0.21784,0.096385,0.13366,0.15084,0.2248,0.07246,0.068648
2.19,0.13209,0.099596,0.22432,0.10821,0.14751,0.13482,0.11048,0.18955,0.19758,0.24848,0.20302,0.11535,0.19235,0.17901,0.14884,0.10846,0.21511,0.21618,0.04951,0.085213,0.14599,0.087865,0.058528,0.1139,0.13022,0.082082,0.060601,0.22314,0.16828,0.30485,0.13837,0.24766,0.18308,0.20209,0.094866,0.053721,0.10418,0.21682,0.094872,0.13187,0.15002,0.2239,0.072343,0.068178
2.2,0.13207,0.099454,0.22253,0.10727,0.14667,0.13071,0.11056,0.18759,0.19527,0.24825,0.20074,0.11499,0.19501,0.17834,0.14993,0.10834,0.21383,0.21347,0.048997,0.085464,0.1451,0.08576,0.058173,0.11297,0.13028,0.079669,0.059861,0.22233,0.16999,0.30048,0.13851,0.2459,0.18322,0.20173,0.095092,0.053409,0.10666,0.21568,0.0946,0.12992,0.14914,0.22283,0.072209,0.067715
2.21,0.13193,0.099341,0.2207,0.1064,0.1458,0.12659,0.11047,0.18556,0.19284,0.24681,0.19843,0.11463,0.19742,0.17758,0.15094,0.10819,0.21245,0.21073,0.048511,0.085814,0.14427,0.083749,0.05781,0.11206,0.13048,0.077271,0.059097,0.2215,0.17154,0.29619,0.13866,0.24423,0.1834,0.20157,0.095221,0.053085,0.10897,0.21443,0.094251,0.12783,0.14825,0.22157,0.072062,0.067258
2.22,0.13167,0.099275,0.21878,0.10556,0.14494,0.12247,0.11025,0.18348,0.19037,0.24423,0.19609,0.11426,0.19957,0.17678,0.15186,0.108,0.21095,0.20797,0.048054,0.086252,0.14348,0.081922,0.057437,0.11118,0.13054,0.074901,0.0583,0.22065,0.17297,0.2921,0.13883,0.24265,0.18357,0.20145,0.095364,0.05275,0.11112,0.21309,0.093832,0.12563,0.14731,0.22013,0.07191,0.066806
2.23,0.13133,0.099225,0.2168,0.10476,0.14409,0.11854,0.10989,0.18144,0.18796,0.24052,0.19373,0.11389,0.20256,0.17594,0.15272,0.10777,0.20937,0.2052,0.047629,0.086769,0.14272,0.080899,0.057057,0.11033,0.13048,0.072589,0.057463,0.21976,0.17413,0.28821,0.13899,0.24117,0.18374,0.20138,0.095427,0.052404,0.1131,0.21168,0.093316,0.12331,0.14633,0.2185,0.071742,0.066361
2.24,0.13086,0.099173,0.2148,0.10397,0.14321,0.11522,0.10942,0.17937,0.18568,0.23572,0.19134,0.11353,0.20585,0.17503,0.15353,0.1075,0.20771,0.20241,0.04724,0.087358,0.14197,0.079909,0.056671,0.10951,0.13029,0.070346,0.056578,0.21884,0.17518,0.28585,0.13915,0.23978,0.18399,0.20135,0.0954,0.052049,0.11492,0.21021,0.092684,0.1209,0.14533,0.2167,0.071559,0.065921
2.25,0.13029,0.099143,0.21273,0.10318,0.14232,0.1119,0.10885,0.17726,0.18364,0.22996,0.18894,0.11315,0.20864,0.17403,0.15426,0.10719,0.20596,0.19961,0.046889,0.088005,0.14123,0.078953,0.05628,0.10872,0.12998,0.068189,0.055648,0.2179,0.17606,0.28518,0.13928,0.23847,0.1848,0.20139,0.095343,0.051685,0.11657,0.2087,0.091934,0.11838,0.14638,0.21471,0.071374,0.065486
2.26,0.12962,0.0991,0.21064,0.10241,0.14141,0.10858,0.1082,0.17513,0.18181,0.22637,0.18651,0.11277,0.21092,0.173,0.15492,0.10687,0.20414,0.19679,0.046577,0.088701,0.14049,0.078032,0.055884,0.10796,0.12956,0.066132,0.054683,0.21691,0.17666,0.28442,0.13939,0.23725,0.18573,0.2015,0.095259,0.051313,0.11808,0.20716,0.091085,0.11579,0.14854,0.21257,0.071175,0.065059
2.27,0.12885,0.099033,0.20849,0.10165,0.14048,0.10528,0.10748,0.17297,0.18021,0.22373,0.18408,0.1124,0.21277,0.17194,0.1555,0.10652,0.20224,0.19398,0.046306,0.089438,0.13974,0.077146,0.055483,0.10724,0.12902,0.064191,0.053693,0.21588,0.17724,0.28368,0.13947,0.23611,0.18662,0.20165,0.095089,0.050934,0.11945,0.2056,0.090159,0.11314,0.15062,0.21032,0.070962,0.064639
2.28,0.12798,0.098972,0.20627,0.10089,0.13956,0.10318,0.10667,0.17088,0.17877,0.22158,0.18163,0.11201,0.21416,0.17083,0.156,0.10613,0.20025,0.19115,0.046078,0.090208,0.13898,0.076296,0.055078,0.10654,0.12837,0.06363,0.052709,0.21482,0.17758,0.2827,0.13951,0.23503,0.18742,0.20175,0.094883,0.050549,0.12068,0.20403,0.08918,0.1104,0.15261,0.20792,0.070741,0.064224
2.29,0.12701,0.098868,0.20401,0.10017,0.13866,0.10194,0.1058,0.16876,0.17746,0.21927,0.17918,0.11162,0.21518,0.16964,0.15648,0.1057,0.19816,0.18834,0.045893,0.091002,0.1382,0.075482,0.054669,0.10587,0.12762,0.063545,0.051763,0.21373,0.17766,0.28162,0.13949,0.23402,0.18811,0.20177,0.094664,0.050157,0.12178,0.20246,0.088312,0.10763,0.1545,0.20539,0.070514,0.063813
2.3,0.12596,0.098743,0.2017,0.099466,0.13773,0.10072,0.10485,0.16664,0.17621,0.21681,0.17672,0.11123,0.21582,0.16842,0.1569,0.10522,0.19597,0.18552,0.045752,0.091815,0.13741,0.07471,0.054257,0.10522,0.12677,0.063433,0.050827,0.21261,0.17769,0.2806,0.13943,0.23306,0.18869,0.20171,0.094361,0.049786,0.12276,0.20091,0.08754,0.1048,0.1563,0.20273,0.070273,0.063406
2.31,0.12483,0.098585,0.19931,0.098802,0.1368,0.099465,0.10384,0.1645,0.17522,0.21425,0.17427,0.11083,0.21609,0.16719,0.15725,0.1047,0.19369,0.18271,0.045656,0.09264,0.13664,0.074127,0.053844,0.1046,0.12582,0.063293,0.049868,0.21145,0.17753,0.27931,0.13931,0.23213,0.18918,0.20156,0.094051,0.04941,0.12464,0.19937,0.086739,0.10194,0.158,0.19991,0.070019,0.063003
