Time,GM1,GM2,GM3,GM4,GM5,GM6,GM7,GM8,GM9,GM10,GM11,GM12,GM13,GM14,GM15,GM16,GM17,GM18,GM19,GM20,GM21,GM22,GM23,GM24,GM25,GM26,GM27,GM28,GM29,GM30,GM31,GM32,GM33,GM34,GM35,GM36,GM37,GM38,GM39,GM40,GM41,GM42,GM43,GM44
6.43,0.01082,0.0077458,0.010636,0.012374,0.030326,0.011891,0.037274,0.02578,0.056589,0.059171,0.032655,0.058313,0.015871,0.030115,0.014468,0.018988,0.069203,0.035022,0.030566,0.10614,0.086274,0.049133,0.04362,0.044589,0.013071,0.0081444,0.013744,0.018267,0.036598,0.043383,0.026256,0.046341,0.012833,0.032068,0.023088,0.018404,0.040008,0.086433,0.071978,0.032358,0.047697,0.03043,0.0078118,0.011366
6.44,0.010773,0.0077153,0.010586,0.012342,0.030229,0.011879,0.037216,0.025661,0.0564,0.059028,0.032573,0.058163,0.015812,0.03003,0.014409,0.018891,0.069114,0.034937,0.030542,0.10586,0.086119,0.049055,0.043499,0.044522,0.013046,0.0081056,0.013677,0.018195,0.036244,0.043287,0.02634,0.046215,0.01278,0.031955,0.023038,0.018361,0.03992,0.086164,0.071937,0.032336,0.047505,0.03033,0.0077823,0.011324
6.45,0.010726,0.0076849,0.010537,0.01231,0.030134,0.011867,0.037158,0.02554,0.056204,0.05886,0.032492,0.058011,0.015753,0.029946,0.01435,0.018793,0.069021,0.034851,0.030516,0.10557,0.085958,0.048976,0.043378,0.044455,0.01302,0.0080672,0.013611,0.018123,0.035888,0.043189,0.026427,0.046085,0.012728,0.031838,0.022989,0.018319,0.039832,0.085895,0.071894,0.032312,0.047313,0.030231,0.007753,0.011282
6.46,0.010679,0.0076547,0.010487,0.012277,0.030038,0.011853,0.037101,0.025418,0.056002,0.058669,0.032412,0.057856,0.015695,0.029862,0.014292,0.018694,0.068924,0.034764,0.03049,0.10529,0.085801,0.048898,0.043259,0.044386,0.012992,0.008029,0.013543,0.018052,0.035523,0.043089,0.026518,0.045953,0.012675,0.031719,0.022939,0.018276,0.039743,0.085625,0.071849,0.032287,0.047121,0.030132,0.0077238,0.011241
6.47,0.010633,0.0076248,0.010438,0.012244,0.029941,0.01184,0.037043,0.025295,0.055793,0.058454,0.032331,0.0577,0.015637,0.029777,0.014234,0.018596,0.068823,0.034677,0.030462,0.10501,0.085639,0.04882,0.04314,0.044317,0.012963,0.0079911,0.013475,0.017981,0.035156,0.042987,0.026611,0.045818,0.012624,0.031597,0.022887,0.018234,0.039653,0.085355,0.071802,0.032261,0.046931,0.030032,0.0076947,0.011199
6.48,0.010586,0.007595,0.01039,0.012211,0.029845,0.011828,0.036985,0.025169,0.055575,0.058215,0.032251,0.057542,0.015579,0.029692,0.014176,0.018497,0.068718,0.03459,0.030437,0.10472,0.08548,0.048742,0.043024,0.044245,0.012931,0.0079535,0.013405,0.01791,0.034789,0.042883,0.026707,0.04568,0.012572,0.031473,0.022835,0.018191,0.039563,0.085085,0.071754,0.032232,0.046741,0.029932,0.0076658,0.011157
6.49,0.01054,0.0075654,0.010341,0.012177,0.029747,0.011818,0.036926,0.025044,0.055349,0.057955,0.032171,0.057382,0.015521,0.029607,0.014118,0.018398,0.06861,0.034502,0.03042,0.10445,0.085318,0.048665,0.042908,0.044173,0.012897,0.0079161,0.013335,0.017839,0.034428,0.042777,0.026805,0.04554,0.012521,0.031346,0.022782,0.018149,0.039471,0.084815,0.071704,0.032202,0.046552,0.02983,0.0076371,0.011116
6.5,0.010495,0.007536,0.010293,0.012143,0.029651,0.011807,0.036869,0.024916,0.055113,0.057672,0.032091,0.057219,0.015464,0.029522,0.014061,0.018299,0.068497,0.034413,0.030402,0.10417,0.085158,0.048587,0.042792,0.0441,0.012862,0.0078789,0.013263,0.017769,0.034077,0.04267,0.026907,0.045398,0.01247,0.031217,0.022728,0.018106,0.03938,0.084544,0.071651,0.032171,0.046363,0.029729,0.0076085,0.011074
6.51,0.010449,0.0075067,0.010246,0.01211,0.029553,0.011796,0.036811,0.024787,0.054867,0.057368,0.032011,0.057055,0.015406,0.029437,0.014004,0.018201,0.068381,0.034324,0.030384,0.1039,0.084991,0.04851,0.042677,0.044025,0.012825,0.007842,0.01319,0.017699,0.033724,0.042564,0.027011,0.045253,0.012419,0.031085,0.022673,0.018063,0.039287,0.084273,0.071598,0.032138,0.046174,0.029628,0.0075801,0.011033
6.52,0.010404,0.0074777,0.010216,0.012076,0.029455,0.011784,0.036752,0.024657,0.05461,0.057043,0.031932,0.05689,0.015349,0.029352,0.013948,0.018102,0.06826,0.034234,0.030364,0.10363,0.084828,0.048433,0.042562,0.043948,0.012786,0.0078053,0.013116,0.017629,0.033367,0.042458,0.027117,0.045106,0.012368,0.030952,0.022618,0.01802,0.039194,0.084001,0.071542,0.032103,0.045985,0.029526,0.0075518,0.010992
6.53,0.010359,0.0074488,0.010187,0.012041,0.029358,0.011772,0.036695,0.024525,0.054342,0.056699,0.031853,0.056722,0.015292,0.029268,0.013892,0.018003,0.068135,0.034144,0.030344,0.10337,0.084658,0.048359,0.042448,0.043871,0.012745,0.0077688,0.013043,0.01756,0.033005,0.04235,0.027225,0.044957,0.012318,0.030816,0.022561,0.017977,0.0391,0.083729,0.071485,0.032067,0.045797,0.029424,0.0075237,0.010951
6.54,0.010315,0.0074201,0.010159,0.012007,0.029259,0.01176,0.036636,0.024393,0.054063,0.056336,0.031774,0.056553,0.015235,0.029185,0.013836,0.017904,0.068005,0.034053,0.030322,0.1031,0.08449,0.048285,0.042333,0.043792,0.012703,0.0077325,0.012969,0.01749,0.032635,0.04224,0.027336,0.044806,0.012268,0.030679,0.022503,0.017934,0.039006,0.083457,0.071426,0.03203,0.045609,0.029321,0.0074957,0.01091
6.55,0.01027,0.0073916,0.01013,0.011973,0.029161,0.011746,0.036578,0.024259,0.053771,0.055954,0.031696,0.056383,0.015178,0.029104,0.01378,0.017805,0.06787,0.033962,0.0303,0.10284,0.084317,0.048211,0.042219,0.043712,0.012659,0.0076963,0.012893,0.017421,0.032261,0.042129,0.027448,0.044653,0.012219,0.03054,0.022445,0.017891,0.038911,0.083185,0.071365,0.03199,0.045422,0.029217,0.0074679,0.010869
6.56,0.010226,0.0073633,0.010102,0.011938,0.029063,0.011733,0.036519,0.024123,0.053466,0.055556,0.031618,0.056211,0.015121,0.029023,0.013725,0.017706,0.067732,0.03387,0.030277,0.10257,0.084142,0.048138,0.042105,0.04363,0.012613,0.0076604,0.012817,0.017353,0.031886,0.042016,0.027563,0.044498,0.01217,0.0304,0.022386,0.017848,0.038815,0.082912,0.071303,0.03195,0.045236,0.029114,0.0074402,0.010828
6.57,0.010182,0.0073351,0.010074,0.011903,0.028964,0.011719,0.03646,0.023987,0.053147,0.055141,0.031541,0.056038,0.015065,0.028943,0.01367,0.017608,0.067588,0.033778,0.030253,0.10231,0.083968,0.048064,0.041991,0.043548,0.012565,0.0076247,0.01274,0.017284,0.031505,0.041901,0.027679,0.044342,0.012121,0.030258,0.022328,0.017805,0.038719,0.082639,0.071238,0.031908,0.045051,0.029011,0.0074127,0.010787
6.58,0.010139,0.0073072,0.010046,0.011868,0.028865,0.011704,0.0364,0.02385,0.052814,0.05471,0.031465,0.055864,0.015009,0.028863,0.013615,0.017509,0.06752,0.033685,0.030228,0.10204,0.083788,0.047991,0.041878,0.043464,0.012516,0.0075892,0.012662,0.017216,0.031118,0.041785,0.027797,0.044184,0.012072,0.030116,0.02227,0.017762,0.038622,0.082366,0.071172,0.031865,0.044865,0.028907,0.0073853,0.010746
6.59,0.010096,0.0072793,0.010018,0.011833,0.028765,0.011689,0.036339,0.02371,0.052468,0.054265,0.031389,0.055689,0.014953,0.028782,0.01356,0.017411,0.067504,0.033592,0.030202,0.10177,0.083613,0.047917,0.041764,0.043379,0.012465,0.0075538,0.012582,0.017148,0.030728,0.041667,0.027916,0.044025,0.012023,0.029973,0.022211,0.017719,0.038524,0.082092,0.071105,0.03182,0.04468,0.028803,0.007358,0.010705
6.6,0.010053,0.0072517,0.0099898,0.011798,0.028666,0.011673,0.036278,0.02357,0.052107,0.053806,0.031315,0.055514,0.014897,0.028702,0.013506,0.017312,0.067486,0.033498,0.030175,0.10151,0.08343,0.047844,0.04165,0.043292,0.012412,0.0075186,0.012501,0.01708,0.03034,0.041548,0.028037,0.043864,0.011975,0.02983,0.022151,0.017675,0.038426,0.081819,0.071035,0.031774,0.044495,0.028698,0.0073309,0.010665
6.61,0.01001,0.0072242,0.009962,0.011763,0.028566,0.011657,0.036216,0.02343,0.051733,0.053334,0.031241,0.055338,0.014841,0.028621,0.013452,0.017213,0.067466,0.033404,0.030146,0.10124,0.083252,0.047771,0.041537,0.043203,0.012358,0.0074835,0.012418,0.017013,0.02995,0.041428,0.028159,0.043701,0.011927,0.029687,0.02209,0.017632,0.038328,0.081545,0.070965,0.031727,0.04431,0.028592,0.007304,0.010624
6.62,0.0099672,0.0071969,0.0099342,0.011727,0.028466,0.01164,0.036153,0.023288,0.051422,0.052851,0.031166,0.055163,0.014786,0.028541,0.013398,0.017114,0.067443,0.03331,0.030117,0.10097,0.083068,0.0477,0.041423,0.043112,0.012303,0.0074486,0.012335,0.016945,0.029558,0.04131,0.028283,0.043538,0.01188,0.029544,0.022028,0.017589,0.038229,0.081271,0.070892,0.031678,0.044126,0.028487,0.0072772,0.010584
6.63,0.0099249,0.0071698,0.0099066,0.011692,0.028366,0.011623,0.03609,0.023144,0.051208,0.052355,0.031092,0.054987,0.01473,0.02846,0.013345,0.017016,0.067419,0.033215,0.030087,0.1007,0.082885,0.04763,0.041309,0.04302,0.012245,0.0074139,0.012267,0.016878,0.029165,0.041191,0.028407,0.043374,0.011832,0.029402,0.021966,0.017545,0.038129,0.080997,0.070818,0.031629,0.043943,0.028382,0.0072505,0.010543
6.64,0.0098829,0.0071429,0.0098791,0.011656,0.028267,0.011605,0.036027,0.023,0.050978,0.051851,0.031018,0.054812,0.014675,0.028379,0.013292,0.016918,0.067393,0.033119,0.030056,0.10043,0.0827,0.04756,0.041195,0.042926,0.012187,0.0073794,0.012258,0.016812,0.028771,0.04107,0.028533,0.043208,0.011785,0.02926,0.021902,0.017502,0.038029,0.080723,0.070742,0.031577,0.043761,0.028277,0.007224,0.010503
6.65,0.0098412,0.0071161,0.0098516,0.011621,0.028166,0.011586,0.035962,0.022856,0.050731,0.051337,0.030944,0.054637,0.01462,0.028298,0.013239,0.01682,0.067364,0.033024,0.030025,0.10015,0.082509,0.04749,0.04108,0.04283,0.012127,0.007345,0.012247,0.016745,0.028378,0.040948,0.028659,0.043042,0.011739,0.029117,0.021838,0.017458,0.037928,0.080448,0.070665,0.031524,0.043579,0.028171,0.0071976,0.010463
6.66,0.0097997,0.0070894,0.0098243,0.011585,0.028066,0.011568,0.035897,0.02271,0.050468,0.050815,0.030869,0.054462,0.014566,0.028216,0.013186,0.016722,0.067334,0.032927,0.029992,0.09988,0.082323,0.04742,0.040964,0.042733,0.012065,0.0073108,0.012236,0.016679,0.02799,0.040825,0.028786,0.042875,0.011692,0.028974,0.021774,0.017415,0.037828,0.080174,0.070586,0.031471,0.043397,0.028065,0.0071713,0.010423
6.67,0.0097584,0.0070629,0.009797,0.01155,0.027965,0.011548,0.03583,0.022562,0.050188,0.050286,0.030794,0.054288,0.014512,0.028134,0.013134,0.016624,0.067301,0.032831,0.029958,0.099606,0.082129,0.04735,0.040848,0.042634,0.012002,0.0072766,0.012223,0.016613,0.027603,0.0407,0.028914,0.042707,0.011646,0.028831,0.021708,0.017371,0.037726,0.079899,0.070506,0.031415,0.043216,0.027959,0.0071452,0.010383
6.68,0.0097174,0.0070366,0.0097699,0.011514,0.027865,0.011528,0.035764,0.022415,0.049892,0.04975,0.030719,0.054115,0.014457,0.028052,0.013082,0.016526,0.067266,0.032734,0.029924,0.09933,0.081937,0.04728,0.040732,0.042533,0.011948,0.0072426,0.01221,0.016547,0.027219,0.040574,0.029042,0.04254,0.0116,0.028688,0.021642,0.017328,0.037624,0.079624,0.070424,0.031359,0.043035,0.027852,0.0071193,0.010343
6.69,0.0096766,0.0070105,0.0097428,0.011479,0.027764,0.011508,0.035697,0.022267,0.049579,0.049208,0.030643,0.053942,0.014403,0.027971,0.01303,0.016429,0.067229,0.032636,0.029888,0.099054,0.081742,0.047209,0.040615,0.04243,0.011954,0.0072088,0.012196,0.016482,0.026902,0.040447,0.029171,0.042371,0.011554,0.028544,0.021577,0.017284,0.037521,0.079349,0.070341,0.031301,0.042854,0.027746,0.0070934,0.010303
6.7,0.0096361,0.0069845,0.0097159,0.011443,0.027663,0.011487,0.035629,0.022118,0.049251,0.048662,0.030568,0.05377,0.01435,0.027888,0.012978,0.016332,0.06719,0.032538,0.029852,0.098777,0.081545,0.047139,0.040499,0.042326,0.011958,0.007175,0.012181,0.016417,0.026599,0.040318,0.029299,0.042203,0.011509,0.028399,0.021512,0.017241,0.037419,0.079074,0.070256,0.031242,0.042674,0.027639,0.0070677,0.010263
6.71,0.0095958,0.0069587,0.009689,0.011408,0.027563,0.011466,0.03556,0.021968,0.048907,0.048111,0.030492,0.0536,0.014296,0.027805,0.012927,0.016235,0.067149,0.03244,0.029815,0.0985,0.081349,0.04707,0.040382,0.04222,0.011961,0.0071414,0.012166,0.016352,0.026297,0.040189,0.029428,0.042034,0.011464,0.028254,0.021446,0.017197,0.037315,0.078799,0.070171,0.031181,0.042495,0.027533,0.0070422,0.010223
6.72,0.0095557,0.006933,0.0096622,0.011373,0.027462,0.011444,0.035491,0.021817,0.048548,0.047559,0.030415,0.053433,0.014243,0.027723,0.012876,0.016138,0.067106,0.032342,0.029778,0.098222,0.08115,0.047003,0.040266,0.042112,0.011963,0.0071078,0.012149,0.016287,0.025999,0.040058,0.029557,0.041865,0.011419,0.028109,0.02138,0.017153,0.037212,0.078524,0.070084,0.03112,0.042316,0.027426,0.0070167,0.010183
6.73,0.0095159,0.0069074,0.0096355,0.011338,0.027361,0.011422,0.035422,0.021667,0.048174,0.047003,0.030339,0.053269,0.014189,0.02764,0.012825,0.016041,0.067062,0.032243,0.029739,0.097943,0.080953,0.046936,0.040151,0.042003,0.011963,0.0070744,0.012132,0.016223,0.025702,0.039926,0.029686,0.041697,0.011374,0.027964,0.021312,0.01711,0.037108,0.078248,0.069995,0.031057,0.042138,0.027318,0.0069914,0.010144
6.74,0.0094764,0.0068821,0.0096089,0.011305,0.02726,0.011399,0.035352,0.021515,0.047786,0.046447,0.030262,0.053108,0.014136,0.027557,0.012775,0.015945,0.067014,0.032144,0.0297,0.097665,0.080825,0.046868,0.040035,0.041891,0.011963,0.007041,0.012114,0.016159,0.02541,0.039795,0.029815,0.041529,0.01133,0.027818,0.021245,0.017066,0.037003,0.077972,0.069906,0.030993,0.04196,0.027211,0.0069663,0.010104
6.75,0.009437,0.0068569,0.0095824,0.011272,0.02716,0.011376,0.03528,0.021363,0.047386,0.045889,0.030184,0.052949,0.014083,0.027473,0.012725,0.015849,0.066966,0.032045,0.02966,0.097387,0.080748,0.046801,0.03992,0.041779,0.011961,0.0070077,0.012095,0.016095,0.025314,0.039665,0.029944,0.041361,0.011285,0.027672,0.021176,0.017022,0.036898,0.077697,0.069815,0.030928,0.041783,0.027103,0.0069412,0.010065
6.76,0.009398,0.0068318,0.009556,0.011239,0.027059,0.011353,0.035209,0.02121,0.046972,0.045332,0.030107,0.052795,0.014031,0.02739,0.012675,0.015753,0.066915,0.031945,0.029619,0.097109,0.080669,0.046733,0.039805,0.041664,0.011958,0.0069746,0.012075,0.016032,0.025247,0.039534,0.030072,0.041193,0.011242,0.027525,0.021107,0.016979,0.036793,0.077421,0.069723,0.030861,0.041606,0.026995,0.0069163,0.010025
6.77,0.0093591,0.0068069,0.0095296,0.011206,0.026958,0.011329,0.035137,0.021057,0.046547,0.044776,0.030029,0.052647,0.013978,0.027307,0.012625,0.015657,0.066861,0.031845,0.029578,0.096831,0.080586,0.046666,0.039691,0.041548,0.011954,0.0069415,0.012055,0.015968,0.025182,0.039401,0.0302,0.041026,0.011198,0.027379,0.021037,0.016935,0.036688,0.077144,0.069631,0.030794,0.041429,0.026888,0.0068915,0.0099861
6.78,0.0093205,0.0067821,0.0095034,0.011173,0.026857,0.011305,0.035065,0.020904,0.04611,0.044221,0.029951,0.052504,0.013926,0.027223,0.012575,0.015561,0.066807,0.031745,0.029536,0.096554,0.0805,0.046598,0.039577,0.04143,0.011949,0.0069613,0.012034,0.015905,0.025117,0.039268,0.030328,0.04086,0.011154,0.027232,0.020967,0.016891,0.036582,0.076868,0.069537,0.030725,0.041254,0.026781,0.0068669,0.009947
6.79,0.0092821,0.0067575,0.0094773,0.01114,0.026756,0.01128,0.034992,0.02075,0.045665,0.043669,0.029873,0.052365,0.013874,0.02714,0.012526,0.015466,0.06675,0.031644,0.029493,0.096276,0.080418,0.04653,0.039463,0.04131,0.011943,0.0069859,0.012012,0.015842,0.025051,0.039134,0.030454,0.040694,0.011111,0.027085,0.020896,0.016848,0.036476,0.076592,0.069443,0.030655,0.041079,0.026673,0.0068424,0.0099079
6.8,0.0092439,0.006733,0.0094512,0.011107,0.026655,0.011255,0.034919,0.020596,0.04521,0.04312,0.029794,0.052227,0.013822,0.027056,0.012477,0.015372,0.066691,0.031543,0.02945,0.095999,0.080334,0.046462,0.039349,0.041189,0.011935,0.00701,0.011989,0.01578,0.024985,0.038998,0.03058,0.040529,0.011068,0.026938,0.020826,0.016804,0.036369,0.076315,0.069349,0.030584,0.040905,0.026565,0.006818,0.0098688
6.81,0.0092059,0.0067087,0.0094252,0.011073,0.026553,0.01123,0.034846,0.020442,0.044747,0.042575,0.029715,0.052089,0.01377,0.026972,0.012429,0.015277,0.06663,0.031442,0.029411,0.095723,0.080246,0.046395,0.039267,0.041067,0.011927,0.0070336,0.011965,0.015718,0.02492,0.038862,0.030706,0.040366,0.011026,0.02679,0.020756,0.01676,0.036262,0.076039,0.069254,0.030512,0.040731,0.026457,0.0067937,0.0098298
6.82,0.0091682,0.0066845,0.0093994,0.01104,0.026452,0.011204,0.034773,0.020288,0.044278,0.042034,0.029636,0.05195,0.013719,0.026888,0.01238,0.015188,0.066568,0.031341,0.029384,0.095447,0.080159,0.04633,0.039194,0.040942,0.011918,0.0070568,0.011941,0.015655,0.024854,0.038725,0.03083,0.040202,0.010983,0.026644,0.020685,0.016717,0.036155,0.075762,0.069159,0.030439,0.040557,0.026348,0.0067695,0.0097911
6.83,0.0091307,0.0066604,0.0093736,0.011007,0.026351,0.011178,0.034701,0.020134,0.043803,0.041498,0.029557,0.051811,0.013667,0.026805,0.012332,0.015136,0.066503,0.03124,0.029356,0.095172,0.080073,0.046265,0.03912,0.040816,0.011907,0.0070795,0.011917,0.015594,0.024788,0.038586,0.030954,0.04004,0.010941,0.026496,0.020614,0.016674,0.036048,0.075485,0.069063,0.030364,0.040385,0.02624,0.0067455,0.0097524
6.84,0.0090935,0.0066365,0.0093479,0.010973,0.026249,0.011151,0.034629,0.020003,0.043322,0.040968,0.029478,0.051671,0.013616,0.026721,0.012284,0.015084,0.066437,0.031138,0.029327,0.0949,0.079983,0.046199,0.039046,0.040689,0.011895,0.0071019,0.011891,0.015532,0.024722,0.038447,0.031076,0.03988,0.010899,0.026349,0.02056,0.016631,0.03594,0.075207,0.068968,0.030288,0.040214,0.026131,0.0067216,0.0097137
6.85,0.0090564,0.0066128,0.0093223,0.010938,0.026147,0.011124,0.034557,0.01989,0.042838,0.041004,0.029398,0.05153,0.013565,0.026637,0.012236,0.015031,0.066369,0.031036,0.029299,0.09463,0.07989,0.046133,0.038972,0.04056,0.011883,0.0071237,0.011865,0.015471,0.024655,0.038307,0.031197,0.03972,0.010857,0.026202,0.020505,0.016588,0.035833,0.07493,0.068873,0.030212,0.040043,0.026023,0.0066979,0.0096752
6.86,0.0090196,0.0065892,0.0092967,0.010904,0.026045,0.011139,0.034485,0.019777,0.042352,0.041214,0.029319,0.05143,0.013514,0.026554,0.012189,0.014979,0.066299,0.030935,0.029269,0.094362,0.079802,0.046068,0.038898,0.04043,0.011869,0.0071451,0.011838,0.01541,0.024589,0.038167,0.031318,0.039561,0.010816,0.026055,0.02045,0.016545,0.035725,0.074653,0.068778,0.030135,0.039873,0.025915,0.0066742,0.0096367
6.87,0.008983,0.0065657,0.0092713,0.01087,0.025943,0.011155,0.034413,0.019665,0.041863,0.041419,0.029239,0.051467,0.013463,0.02647,0.012141,0.014927,0.066227,0.030832,0.029241,0.094095,0.079711,0.046001,0.038824,0.040298,0.011855,0.0071659,0.011811,0.015349,0.024523,0.038025,0.031436,0.039404,0.010775,0.025909,0.020394,0.016502,0.035616,0.074375,0.068684,0.030056,0.039705,0.025807,0.0066507,0.0095983
6.88,0.0089466,0.0065423,0.009246,0.010836,0.025841,0.01117,0.034341,0.019553,0.041375,0.041617,0.029159,0.051499,0.013413,0.026387,0.012094,0.014875,0.066153,0.03073,0.029212,0.093828,0.079616,0.045935,0.038751,0.040164,0.011839,0.0071863,0.011783,0.015288,0.024456,0.037903,0.031554,0.039248,0.010734,0.025762,0.020337,0.016459,0.035508,0.074098,0.068589,0.029976,0.039538,0.025699,0.0066273,0.0095601
6.89,0.0089105,0.0065191,0.0092207,0.010801,0.025739,0.011183,0.034269,0.019442,0.040887,0.041809,0.029079,0.051525,0.013363,0.026304,0.012048,0.014823,0.066078,0.030628,0.029183,0.093562,0.079519,0.045869,0.038677,0.040029,0.011822,0.0072062,0.011754,0.015228,0.024389,0.037812,0.03167,0.039093,0.010693,0.025616,0.020279,0.016417,0.035399,0.07382,0.068494,0.029896,0.039372,0.025591,0.006604,0.0095219
6.9,0.0088745,0.0064961,0.0091955,0.010766,0.025637,0.011195,0.034196,0.019332,0.040401,0.041992,0.028999,0.051545,0.013313,0.026221,0.012001,0.014771,0.066,0.030526,0.029154,0.093296,0.079423,0.045802,0.038603,0.039893,0.011805,0.0072258,0.011725,0.015168,0.024322,0.037719,0.031785,0.03894,0.010652,0.02547,0.020223,0.016374,0.03529,0.073542,0.068399,0.029814,0.039207,0.025482,0.0065808,0.0094839
6.91,0.0088388,0.0064731,0.0091705,0.010731,0.025535,0.011207,0.034123,0.019224,0.039918,0.042167,0.028918,0.05156,0.013263,0.026138,0.011955,0.014718,0.065921,0.030423,0.029126,0.093031,0.079327,0.045736,0.038528,0.039756,0.011786,0.0072448,0.011695,0.015108,0.024255,0.037625,0.031898,0.038789,0.010612,0.025324,0.020166,0.016331,0.035181,0.073264,0.068304,0.029732,0.039043,0.025374,0.0065578,0.0094459
6.92,0.0088032,0.0064503,0.0091455,0.010696,0.025432,0.011218,0.03405,0.019118,0.039439,0.042333,0.028838,0.05157,0.013213,0.026056,0.011909,0.014667,0.065841,0.03032,0.029099,0.092766,0.079228,0.045672,0.038453,0.039617,0.011767,0.0072634,0.011664,0.015048,0.024188,0.03753,0.03201,0.038638,0.010572,0.025179,0.020109,0.016288,0.035072,0.072986,0.068209,0.029648,0.03888,0.025265,0.0065348,0.009408
6.93,0.0087679,0.0064277,0.0091205,0.01066,0.02533,0.011227,0.033976,0.01901,0.038965,0.04249,0.028758,0.051574,0.013164,0.025974,0.011863,0.014615,0.065758,0.030218,0.029072,0.092501,0.079127,0.045607,0.038377,0.039477,0.011747,0.0072815,0.011633,0.014989,0.024121,0.037433,0.03212,0.03849,0.010532,0.025034,0.020051,0.016245,0.034963,0.072708,0.068113,0.029564,0.038717,0.025156,0.006512,0.0093702
6.94,0.0087328,0.0064051,0.0090957,0.010625,0.025227,0.011236,0.033902,0.018903,0.038498,0.042636,0.028677,0.051573,0.013114,0.025892,0.011817,0.014563,0.065674,0.030115,0.029044,0.092236,0.079022,0.045543,0.0383,0.039336,0.011725,0.007299,0.011602,0.01493,0.024054,0.037335,0.032291,0.038343,0.010492,0.024889,0.019992,0.016202,0.034854,0.07243,0.068017,0.029479,0.038556,0.025047,0.0064893,0.0093326
6.95,0.0086979,0.0063827,0.009071,0.010589,0.025125,0.011243,0.033828,0.018794,0.038038,0.042771,0.028597,0.051566,0.013065,0.025811,0.011772,0.014511,0.065588,0.030012,0.029017,0.091971,0.078917,0.045477,0.038223,0.039193,0.011703,0.0073161,0.01157,0.014871,0.023986,0.037236,0.032491,0.038197,0.010453,0.024745,0.019933,0.01616,0.034744,0.072152,0.067919,0.029393,0.038394,0.024939,0.0064667,0.0092951
6.96,0.0086632,0.0063604,0.0090463,0.010553,0.025023,0.01125,0.033753,0.018726,0.037585,0.042896,0.028516,0.051555,0.013016,0.025729,0.011727,0.014459,0.0655,0.029909,0.028989,0.091706,0.078814,0.045412,0.038144,0.03905,0.01168,0.0073329,0.011537,0.014812,0.023919,0.037136,0.03269,0.038053,0.010414,0.024602,0.019873,0.016117,0.034634,0.071873,0.067822,0.029305,0.038234,0.024831,0.0064442,0.0092577
6.97,0.0086287,0.0063383,0.0090218,0.010517,0.02492,0.011255,0.033677,0.018673,0.037142,0.04301,0.028436,0.051539,0.012967,0.025649,0.011682,0.014408,0.065411,0.029807,0.028961,0.091442,0.078708,0.045346,0.038065,0.038905,0.011656,0.0073491,0.011504,0.014754,0.023851,0.037035,0.032889,0.037911,0.010375,0.024458,0.019813,0.016074,0.034524,0.071595,0.067723,0.029218,0.038073,0.024723,0.0064219,0.0092203
6.98,0.0085945,0.0063163,0.0089973,0.010481,0.024818,0.01126,0.0336,0.018617,0.036709,0.043111,0.028355,0.051518,0.012919,0.025568,0.011637,0.014357,0.06532,0.029704,0.028932,0.091178,0.0786,0.04528,0.037985,0.03876,0.011631,0.0073649,0.01147,0.014695,0.023784,0.036933,0.033086,0.037771,0.010336,0.024316,0.019752,0.016031,0.034415,0.071316,0.067624,0.029129,0.037914,0.024615,0.0063996,0.0091831
6.99,0.0085604,0.0062944,0.0089729,0.010445,0.024716,0.011264,0.033524,0.018562,0.036286,0.043201,0.028274,0.051492,0.012871,0.025487,0.011593,0.014306,0.065228,0.029601,0.028903,0.090915,0.078489,0.045214,0.037904,0.038614,0.011606,0.0073801,0.011436,0.014637,0.023716,0.036829,0.033282,0.037632,0.010297,0.024173,0.019691,0.015988,0.034305,0.071037,0.067524,0.02904,0.037756,0.024507,0.0063775,0.0091459
7,0.0085265,0.0062726,0.0089486,0.010409,0.024615,0.011267,0.033447,0.018504,0.035874,0.043279,0.028194,0.051462,0.012822,0.025407,0.011548,0.014255,0.065134,0.029498,0.028874,0.090652,0.078375,0.045148,0.037821,0.038466,0.011579,0.0073949,0.011402,0.01458,0.023648,0.036724,0.033476,0.037495,0.010259,0.024032,0.019631,0.015946,0.034195,0.070759,0.067423,0.028949,0.037597,0.024399,0.0063555,0.009109
7.01,0.0084928,0.0062509,0.0089243,0.010372,0.024514,0.011269,0.03337,0.018446,0.035474,0.043343,0.028113,0.051428,0.012774,0.025327,0.011504,0.014204,0.065038,0.029395,0.028844,0.090389,0.078261,0.045084,0.037738,0.038318,0.011552,0.0074091,0.011367,0.014522,0.02358,0.036619,0.03367,0.03736,0.010221,0.02389,0.01957,0.015903,0.034085,0.07048,0.067322,0.028859,0.037439,0.024291,0.0063336,0.0090721
7.02,0.0084594,0.0062294,0.0089002,0.010335,0.024414,0.01127,0.033291,0.018386,0.035087,0.043396,0.028033,0.051389,0.012726,0.025247,0.01146,0.014153,0.064941,0.029292,0.028813,0.090126,0.078149,0.04502,0.037653,0.038169,0.011524,0.007423,0.011331,0.014465,0.023512,0.036512,0.033861,0.037227,0.010183,0.02375,0.019509,0.01586,0.033975,0.070202,0.067219,0.028767,0.037283,0.024183,0.0063118,0.0090354
