exterior column,interior column,beam
W33X291,W33X291,W33X241
W33X291,W33X291,W33X241
W33X291,W33X291,W33X241
W33X291,W33X291,W33X241
W33X221,W33X221,W33X201
W33X221,W33X221,W33X201
W33X221,W33X221,W33X201
W33X221,W33X221,W33X201
