,0,1,2,3
0,1,1,1,0.00339126
1,1,1,2,0.00155318
2,1,1,3,0.000955184
3,1,1,4,0.000608446
4,1,2,1,0.00228387
5,1,2,2,0.000246022
6,1,2,3,0.000212542
7,1,2,4,0.000133066
