,0,1,2,3,4,5,6,7
0,1,1,1,0.2851543518,0.6650103519668737,0.49956262939958596,0.3881935817805383,0.4107738095238096
1,1,1,2,0.18983850802000002,0.2199987060041408,0.17215631469979295,0.22211930641821945,0.2984187370600414
2,1,1,3,0.08804976607,0.17468400621118013,0.21038690476190475,0.20588768115942033,0.2501369047619048
3,1,1,4,0.05252281466000001,0.06961956521739131,0.11787836438923396,0.15799896480331266,0.1945623706004141
4,1,2,1,0.22526324334,0.5123343685300208,0.38308747412008287,0.29841614906832303,0.39706004140786755
5,1,2,2,0.10351917202,0.1119472049689441,0.1406904761904762,0.15144539337474122,0.2215623706004141
6,1,2,3,0.07920335638,0.09596402691511388,0.13504037267080746,0.1662577639751553,0.1881358695652174
7,1,2,4,0.07170405991,0.07538897515527951,0.10490087991718428,0.16534782608695653,0.1816953933747412
