,Building ID,b_value,story_sbe,story_obe,lbe,A_trib,A_trib_leancol,cols,Scc,spacing_web_t,spacing_web_l,n_bars_layer,ratio_web_t,ratio_web_l,ratio_be_t_sbe,ratio_be_t_obe,ratio_be_l,spacing_be_t_sbe,spacing_be_t_obe
0,1,17,3,3,35.0,1375.3958333333333,4249.604166666667,6.0,6,5.0,18.0,3,0.010352941176470589,0.002875816993464052,0.012941176470588235,0.009705882352941177,0.0680672268907563,6.0,8.0
1,2,22,3,5,47.0,1386.5416666666667,4238.458333333333,8.0,6,3.0,16.0,4,0.013333333333333334,0.0025,0.013333333333333334,0.01,0.06963249516441006,6.0,8.0
