joint 0,joint 1,joint 2,joint 3,joint 4,joint 5,joint 6,joint 7,joint 8
3.389423190785565,1.7455417132816855,1.7455995612531594,1.7456216668479272,1.7456211205475505,1.7456216668479272,1.7455995612531594,1.7455417132816855,3.389423190785565
2.701157285518448,1.3843975331979903,1.3844391681444141,1.3844545592692707,1.384454159823678,1.3844545592692707,1.3844391681444141,1.3843975331979903,2.701157285518448
3.1667539924610764,1.6622956440742038,1.6631127659044191,1.6631174465534049,1.6631187749637313,1.6631174465534049,1.6631127659044191,1.6622956440742038,3.1667539924610764
NA,NA,NA,NA,NA,NA,NA,NA,NA
