joint 0,joint 1,joint 2,joint 3,joint 4,joint 5,joint 6,joint 7,joint 8
3.8521686673004,2.2367669963178742,2.237370763258663,2.237378896317175,2.2373791912016503,2.237378896317175,2.237370763258663,2.2367669963178742,3.8521686673004
2.5299754609983127,1.384077982871868,1.3844573870686718,1.3844537095196616,1.3844543281120791,1.3844537095196616,1.3844573870686718,1.384077982871868,2.5299754609983127
2.251685927734097,1.2507475761584375,1.2516565808378366,1.2516342602302901,1.251638774390948,1.2516342602302901,1.2516565808378366,1.2507475761584375,2.251685927734097
NA,NA,NA,NA,NA,NA,NA,NA,NA
