,Building ID,b_value,story_sbe,story_obe,lbe,A_trib,A_trib_leancol,cols,Scc,spacing_web_t,spacing_web_l,n_bars_layer,ratio_web_t,ratio_web_l,ratio_be_t_sbe,ratio_be_t_obe,ratio_be_l,spacing_be_t_sbe,spacing_be_t_obe
0,23286,35,3,3,65.0,1415.5208333333333,4209.479166666667,11.0,6,2.0,10.0,4,0.012571428571428572,0.002514285714285714,0.008380952380952381,0.006285714285714286,0.04351648351648352,6.0,8.0
