beam 0,beam 1,beam 2,beam 3,beam 4,beam 5,beam 6,beam 7
0.06827700963611005,0.06746576328134904,0.06748642069227843,0.06748553949537213,0.06748603397996703,0.06748451882845188,0.06748996132876886,0.06851528147584632
0.05498723946618683,0.05390603003234582,0.05393458646616541,0.05393726838463681,0.05393747831116253,0.053925165477797056,0.05403640725745989,0.054530932030932025
0.048504694347914344,0.04685802075496483,0.04706047600281828,0.047032572636405964,0.04704155769713036,0.04702034177623329,0.0470231290079891,0.04928574499337225
0.05090676893370521,0.05264915254237288,0.052366387756561536,0.052415243509976395,0.05239070657226631,0.05250714438961595,0.051702674676392744,0.05796390259600945
