joint 0,joint 1,joint 2,joint 3,joint 4,joint 5,joint 6,joint 7,joint 8
2.1554671380323733,1.7647441225799936,1.7661197869380516,1.766063267036893,1.7660668596418883,1.766063267036893,1.7661197869380516,1.7647441225799936,2.1554671380323733
2.19981118476152,1.667335281818307,1.668242547391878,1.6681993896725773,1.6682025330605652,1.6681993896725773,1.668242547391878,1.667335281818307,2.19981118476152
2.620650246120106,1.823732892737693,1.8242892677360631,1.8242509042415627,1.8242548375089038,1.8242509042415627,1.8242892677360631,1.823732892737693,2.620650246120106
NA,NA,NA,NA,NA,NA,NA,NA,NA
