exterior column,interior column,beam
W36X247,W36X330,W33X241
W36X652,W36X652,W33X241
W36X652,W36X652,W33X241
W36X652,W36X652,W33X241
W36X652,W36X652,W33X201
W36X652,W36X652,W33X201
W30X357,W36X361,W33X241
W30X132,W30X173,W33X241
