exterior column,interior column,beam
W36X652,W36X652,W33X241
W36X652,W36X652,W33X241
W36X652,W36X652,W33X241
W36X652,W36X652,W33X241
W36X652,W36X652,W33X201
W36X652,W36X652,W33X201
W30X357,W36X361,W33X241
W30X357,W36X361,W33X241
