,Building ID,b_value,story_sbe,story_obe,lbe,A_trib,A_trib_leancol,cols,Scc,spacing_web_t,spacing_web_l,n_bars_layer,ratio_web_t,ratio_web_l,ratio_be_t_sbe,ratio_be_t_obe,ratio_be_l,spacing_be_t_sbe,spacing_be_t_obe
0,31,24,3,3,41.0,1391.0,4234.0,7.0,6,3.0,14.0,4,0.012222222222222223,0.002619047619047619,0.012222222222222223,0.009166666666666667,0.06402439024390244,6.0,8.0
